, revenue,Adult,Genre ID,IMDB ID,Movie,Popularity,Release date,original language,run budget,run time,vote average,vote_count,sentiment_score
440,20710451,FALSE,"[18, 36]",10264,Hamlet,8.931482,12/19/1990,en,0,130,6.7,104,-0.075080357
441,41382841,FALSE,"[35, 18, 14, 10749]",10013,Peggy Sue Got Married,8.863233,10/5/1986,en,18000000,103,5.9,147,-0.00645
442,14334401,FALSE,"[28, 35]",10074,Hot Rod,7.68413,8/3/2007,en,0,88,6.3,329,0.079035714
443,10006806,FALSE,"[35, 10749]",10644,The Unbearable Lightness of Being,7.165107,2/5/1988,en,17000000,171,7.1,99,0
444,77920346,FALSE,"[28, 53, 80]",5820,The Sentinel,7.754653,4/19/2006,en,60000000,108,5.8,237,0.191453333
445,347234916,FALSE,"[28, 878]",2048,"I, Robot",13.687715,7/15/2004,en,120000000,115,6.7,4175,0.0185625
446,8059140,FALSE,"[27, 53]",12526,Bug,6.618154,5/19/2006,en,4000000,102,6,174,0
447,21510851,FALSE,"[27, 53]",9656,Black Christmas,7.549217,12/25/2006,en,9000000,84,4.8,127,0
448,21284514,FALSE,"[14, 18, 35, 53]",577,To Die For,7.066698,5/20/1995,en,20000000,106,6.7,193,0.4897
449,9697739,FALSE,"[10751, 12]",13766,SpaceCamp,5.559044,6/6/1986,en,18000000,107,5.8,64,0.18390625
450,14278900,FALSE,"[12, 35, 18, 10751, 10749]",183,The Wizard,5.896752,12/15/1989,en,6000000,100,6.1,86,-0.429
451,1929168,FALSE,"[18, 10749]",37636,High Art,3.615745,6/12/1998,en,0,101,6.4,34,-0.315066667
452,1596687,FALSE,"[35, 10749]",24405,Chasers,5.534132,4/22/1994,en,0,102,4.8,27,0
453,51142659,FALSE,"[28, 12, 35, 53]",11375,Hollywood Homicide,7.480679,6/9/2003,en,75000000,116,5,183,-0.04545
454,241,FALSE,"[18, 14, 27]",41965,Paperhouse,4.030393,1/1/1988,en,0,92,6.7,39,0.25627619
455,1410778,FALSE,"[35, 18]",15402,The Notorious Bettie Page,4.738698,9/14/2005,en,0,91,6.5,47,0.179616667
456,500,FALSE,"[35, 18, 10749]",382270,Closure,1.00831,6/12/2012,en,150,72,0,0,-0.074484615
457,35000000,FALSE,"[28, 18, 37]",1712,Giant,6.509547,10/10/1956,en,5400000,201,7.5,182,-0.1496
458,31899000,FALSE,"[27, 9648, 53]",11033,Dressed to Kill,7.032084,6/25/1980,en,6500000,105,6.8,172,0
459,3335984,FALSE,"[35, 10749]",31503,My Boyfriend's Back,2.843019,8/6/1993,en,0,85,5.3,23,-0.19848
460,75597042,FALSE,"[18, 10751]",14635,The Rookie,8.7278,3/25/2002,en,20000000,127,6.5,120,0.589966667
461,200276000,FALSE,"[18, 53, 36, 10752]",2253,Valkyrie,9.659701,12/25/2008,en,75000000,121,6.7,1277,0
462,30000000,FALSE,"[28, 12, 18, 53]",7227,Airport '77,4.82259,3/11/1977,en,6000000,114,5.9,75,-0.047633333
463,15171476,FALSE,"[35, 18, 10751, 10402, 10749]",9037,Grease 2,6.828925,6/11/1982,en,13200000,115,4.9,198,-0.118071429
464,63327201,FALSE,"[28, 12, 10749, 878, 53]",72710,The Host,12.082363,3/22/2013,en,44000000,125,6,1936,-0.0194375
465,24637469,FALSE,"[18, 10402]",88036,Sparkle,4.072332,8/17/2012,en,14000000,116,5.8,38,0.255042857
466,4000000,FALSE,"[18, 28, 53, 80]",12628,Playing God,3.426904,10/17/1997,en,12000000,94,5.5,26,-0.159083333
467,57400547,FALSE,"[28, 12]",9103,The Quest,5.646706,4/19/1996,en,30000000,95,5.3,135,0
468,23367586,FALSE,"[18, 10749]",13435,Antwone Fisher,7.0145,12/19/2002,en,12500000,120,6.7,149,0.36135
469,30524763,FALSE,"[14, 27, 53]",11428,Sleepwalkers,7.090693,4/10/1992,en,0,91,4.9,105,0.271272727
470,68377859,FALSE,"[35, 10749, 18]",7211,Dan in Real Life,7.7517,10/26/2007,en,25000000,98,6.6,387,0.259178947
471,2000000,FALSE,"[80, 18, 53]",10427,Red Rock West,5.060453,7/8/1993,en,8000000,98,6.4,74,0.007646667
472,126546825,FALSE,"[28, 878]",240832,Lucy,48.800106,7/14/2014,en,40000000,89,6.2,6500,0.176425
473,168167691,FALSE,[18],11321,Seven Pounds,7.81375,12/18/2008,en,55000000,123,7.5,2273,-0.2531
474,95461682,FALSE,"[35, 18, 10749]",13665,Arthur,7.789407,7/17/1981,en,7000000,97,6.5,135,0
475,70000000,FALSE,"[27, 53]",948,Halloween,11.949158,10/24/1978,en,325000,91,7.4,1192,0.345730769
476,13000000,FALSE,"[18, 53]",17707,Brokedown Palace,9.536457,8/13/1999,en,25000000,100,6.3,121,0
477,14567883,FALSE,"[28, 10752, 878]",9425,Soldier,7.175263,10/23/1998,en,75000000,99,6,234,0.275276667
478,15369573,FALSE,"[35, 10751, 878]",34086,Spaced Invaders,3.173724,4/27/1990,en,3000000,100,4.7,29,0.2366
479,2395231,FALSE,"[53, 80]",10909,Kalifornia,6.426634,9/1/1993,en,9000000,117,6.5,224,0.145225
480,38290723,FALSE,"[10749, 18, 80]",16295,Higher Learning,4.783932,1/11/1995,en,0,127,6.4,53,-0.05773125
481,36611610,FALSE,"[35, 18]",13698,Gung Ho,5.346699,3/13/1986,en,0,111,6.2,50,0
482,17900000,FALSE,"[12, 14, 16, 35, 10751, 10402]",12335,Bedknobs and Broomsticks,7.699235,10/7/1971,en,20000000,117,6.8,282,0.247773333
483,8049666,FALSE,"[35, 18, 10749]",12572,"New York, I Love You",7.024174,9/6/2008,en,14700000,103,5.8,183,0.07073
484,37402877,FALSE,"[18, 10751, 10402]",17917,Oliver!,9.934193,9/26/1968,en,10000000,153,7,112,0.170807692
485,6908797,FALSE,[18],35119,A Cry in the Dark,3.848367,11/11/1988,en,15000000,120,6.5,50,0
486,36733909,FALSE,"[28, 12, 18, 53]",7305,Alive,7.210233,1/15/1993,en,32000000,120,6.7,412,0.122685714
487,110803676,FALSE,"[28, 12, 35]",6519,The Dukes of Hazzard,11.685344,8/5/2005,en,50000000,104,5.1,348,-0.133761538
488,72266306,FALSE,"[28, 18, 53]",11951,Vanishing Point,6.67434,1/15/1971,en,1300000,99,7.2,117,0.2767
489,383257136,FALSE,"[16, 35, 10751, 12]",425,Ice Age,20.546289,3/10/2002,en,59000000,81,7.1,4277,0.095076667
490,103738726,FALSE,"[12, 28, 35, 53, 80]",8592,Dick Tracy,5.674841,6/15/1990,en,47000000,103,6,275,-0.125483333
491,44785053,FALSE,[18],3116,Midnight Cowboy,9.052681,5/25/1969,en,3600000,113,7.5,333,0
492,1752038,FALSE,[35],10078,Magicians,6.355778,5/18/2007,en,0,90,6.2,25,0
493,1700000,FALSE,"[18, 10749]",67307,The Big Town,1.775862,9/25/1987,en,0,109,5.9,9,-0.9121
494,240239,FALSE,[99],24582,Manufactured Landscapes,2.592172,9/9/2006,en,0,90,7.3,15,0.10806
495,80640528,FALSE,"[35, 18, 10749]",2039,Moonstruck,8.996911,12/18/1987,en,0,102,6.7,195,0.29926
496,44527234,FALSE,[35],11356,The Odd Couple,5.789312,2/7/1968,en,0,106,7.5,127,0.12987
497,1296184,FALSE,"[28, 12, 35, 53]",13191,"War, Inc.",6.592585,4/28/2008,en,5000000,106,5.6,89,-0.1978
498,190213455,FALSE,"[28, 878, 53]",9383,Hollow Man,9.739024,8/4/2000,en,95000000,112,5.6,694,0.161633333
499,635096,FALSE,"[18, 10752, 10749, 37]",22267,Ride with the Devil,5.713073,11/24/1999,en,38000000,138,6.6,51,0.128957143
500,34872033,FALSE,"[27, 53, 35]",11284,Freddy's Dead: The Final Nightmare,10.483103,9/5/1991,en,11000000,89,5.1,304,-0.087636364
501,122563539,FALSE,"[37, 16, 12, 35, 10751]",9023,Spirit: Stallion of the Cimarron,8.967454,5/24/2002,en,80000000,83,7.4,981,0.178859091
502,325233863,FALSE,"[16, 18]",17979,A Christmas Carol,13.718141,11/4/2009,en,200000000,96,6.6,1259,0.103106
503,4000000,FALSE,"[18, 10749, 10769]",33142,Vivah,2.62818,11/10/2006,hi,10,162,6.5,26,-0.42415
504,31584901,FALSE,"[35, 9648]",512,Scoop,6.683785,7/27/2006,en,4000000,96,6.4,467,0.176812
505,50451307,FALSE,"[35, 18, 10749]",11431,Fever Pitch,6.876429,4/6/2005,en,30000000,103,5.8,196,0.48315
506,472370,FALSE,[18],266030,Party Girl,2.164918,8/27/2014,fr,0,95,6.9,14,0.27384
507,44017374,FALSE,"[27, 53]",694,The Shining,28.248754,5/22/1980,en,19000000,144,8.1,4344,-0.2408
508,1000000,FALSE,"[18, 10749]",2998,Zabriskie Point,5.529823,2/9/1970,en,7000000,113,7.1,89,0.113312
509,130293714,FALSE,"[28, 18, 53, 80]",9509,Man on Fire,9.562333,4/23/2004,en,70000000,146,7.3,1664,0
510,222809600,FALSE,"[28, 53, 9648]",225574,Non-Stop,21.093057,1/26/2014,en,50000000,106,6.8,2397,0.262114286
511,11500000,FALSE,[18],38557,The River,5.332731,12/1/1984,en,18000000,122,6.5,21,0.1426
512,1258000,FALSE,"[18, 27, 9648, 53]",72277,The Last Wave,2.811122,1/1/1977,en,810000,106,6.9,40,0.000325
513,146292009,FALSE,[18],873,The Color Purple,11.680162,12/18/1985,en,15000000,154,7.7,379,-0.2386
514,12207,FALSE,"[99, 10752]",50062,The Ground Truth,1.004528,9/15/2006,en,500000,72,0,0,0
515,4857367,FALSE,"[18, 10749]",2266,"Paris, je t'aime",10.090438,5/16/2006,fr,13000000,120,6.8,227,0.159908333
516,5186646,FALSE,"[80, 18, 53]",18588,52 Pick-Up,3.50913,11/7/1986,en,0,110,5.8,24,0.3632
517,50236831,FALSE,"[14, 18, 35, 10751]",24795,Angels in the Outfield,6.035827,7/15/1994,en,0,102,5.8,130,0.132455556
518,76578641,FALSE,"[35, 18, 10749]",455,Bend It Like Beckham,6.542885,4/11/2002,en,3500159,112,6.2,650,0.9717
519,363258859,FALSE,"[12, 16, 35, 10751]",9487,A Bug's Life,13.314047,11/25/1998,en,120000000,95,6.8,2596,0.18599
520,1062253,FALSE,"[18, 10749]",59210,The Mother,3.30939,1/1/2003,en,2500000,112,6.3,19,-0.001525
521,255000211,FALSE,"[28, 12, 53]",9350,Cliffhanger,9.355405,5/28/1993,en,70000000,112,6.1,647,0.209485
522,14225876,FALSE,"[27, 878, 28]",24331,Scanners II: The New Order,2.665752,6/28/1991,en,0,104,4.6,22,0
523,17297244,FALSE,"[28, 35, 80, 18, 53]",9515,The Matador,6.818872,5/12/2005,en,10000000,96,6.2,145,0.2004
524,68392977,FALSE,"[18, 10402, 10749]",13763,Purple Rain,5.849371,7/27/1984,en,7200000,111,6.7,99,0.135896429
525,76514050,FALSE,"[27, 53, 9648]",13788,The Unborn,7.376899,1/9/2009,en,16000000,87,4.9,401,0
526,57469467,FALSE,"[18, 27]",8913,Pet Sematary,8.132245,4/21/1989,en,11500000,103,6.4,445,-0.141785714
527,203388341,FALSE,"[18, 9648, 10749, 878, 53]",1903,Vanilla Sky,7.073076,12/10/2001,en,68000000,136,6.5,1182,0
528,13418091,FALSE,[53],44326,Extremities,2.934475,8/22/1986,en,0,89,6,13,0.427407692
529,391410,FALSE,"[28, 12, 18, 27, 53]",15749,While She Was Out,5.158581,10/27/2008,en,6000000,108,4.8,38,-0.042037037
530,25005257,FALSE,"[80, 18, 53]",7972,Before the Devil Knows You're Dead,7.601975,9/26/2007,en,18000000,117,6.9,397,0.244460714
531,5535405,FALSE,"[18, 10749]",76,Before Sunrise,9.483201,1/27/1995,en,2500000,105,7.7,1056,0.253996667
532,426224,FALSE,"[10749, 35, 18, 27]",10288,Fido,6.274175,9/7/2006,en,8000000,91,6.6,143,0.148333333
533,543514353,FALSE,"[10749, 14, 10751, 18]",150689,Cinderella,17.853442,3/12/2015,en,95000000,105,6.7,2580,0
534,127067,FALSE,"[99, 10402]",1843,Dig!,2.371056,5/14/2004,en,0,107,7.2,20,0
535,6585516,FALSE,"[28, 12, 18, 36]",10544,Ned Kelly,6.985726,3/22/2003,en,0,110,6.1,123,-0.003708333
536,181001478,FALSE,"[53, 80, 18]",4147,Road to Perdition,8.393301,7/12/2002,en,80000000,117,7.3,1177,0.149162963
537,354704,FALSE,"[80, 18, 27, 53]",48309,Prison,2.590663,3/4/1988,en,1300000,102,6.7,27,0.012091667
538,760883,FALSE,"[16, 14, 878]",15035,Fire and Ice,5.788546,3/25/1983,en,1200000,81,6.4,40,0.329444444
539,4400000,FALSE,"[18, 53]",32020,Foxes,3.937096,2/29/1980,en,0,106,5.6,25,0.20538125
540,38629478,FALSE,"[80, 9648, 53]",3093,Basic Instinct 2,7.543018,3/29/2006,en,70000000,114,4.6,193,0.137668182
541,13200170,FALSE,"[10749, 18]",26561,Enchanted April,3.289453,11/6/1991,en,0,89,6.9,25,0.188788333
542,135560026,FALSE,"[12, 14, 10749, 10751]",2270,Stardust,10.874204,8/9/2007,en,70000000,127,7.2,1324,0.237053333
543,53587404,FALSE,"[14, 18, 27, 28, 53, 878]",10253,Dragon Wars: D-War,6.026141,2/8/2007,ko,70000000,90,4,106,0.130857143
544,14202899,FALSE,"[18, 10402]",1816,A Chorus Line,5.644194,12/10/1985,en,0,113,6.2,38,0.043995
545,152500343,FALSE,"[35, 18, 10749]",392,Chocolat,8.141895,12/14/2000,en,25000000,121,6.8,1057,0.374
546,356830601,FALSE,"[28, 10749, 10752]",744,Top Gun,11.389584,5/16/1986,en,15000000,110,6.7,1866,0.9901
547,4500000,FALSE,"[18, 35, 10402, 10749]",2769,An American in Paris,9.844808,8/8/1951,en,2723903,113,6.9,140,0.191364
548,13700000,FALSE,[35],16888,The Ladies Man,3.439149,10/13/2000,en,24000000,84,5.6,37,0.207563158
549,1845034188,FALSE,"[18, 10749, 53]",597,Titanic,28.549703,11/18/1997,en,200000000,194,7.6,8385,0.222036364
550,31596911,FALSE,[12],11780,Rob Roy,10.13323,4/13/1995,en,28000000,139,6.5,165,-0.08325
551,36489888,FALSE,"[35, 18, 10749]",25562,Soapdish,5.53352,5/31/1991,en,0,97,6,64,0.234803333
552,46122355,FALSE,"[18, 12, 53]",10669,Deliverance,6.615942,7/30/1972,en,2000000,109,7.3,468,0.16053
553,48814909,FALSE,[18],11978,Men of Honor,8.448912,9/13/2000,en,82343495,129,7,588,0
554,484572835,FALSE,"[14, 35]",310,Bruce Almighty,9.867555,5/23/2003,en,80000000,101,6.5,3404,0.181369231
555,22231658,FALSE,"[35, 18, 10749]",3573,Emma,5.703418,8/2/1996,en,6000000,121,6.7,165,0.1601875
556,29762011,FALSE,"[12, 14, 28, 35, 878]",9824,Mystery Men,6.024557,8/6/1999,en,68000000,121,5.7,261,0.162055172
557,60896147,FALSE,"[14, 18, 28, 35, 80, 878]",4474,My Super Ex-Girlfriend,5.920199,6/20/2006,en,0,95,4.8,483,0.130814286
558,6797218,FALSE,"[27, 10402]",25438,Trick or Treat,4.018731,10/24/1986,en,0,98,5.5,42,0
559,442824138,FALSE,"[28, 18, 9648, 53]",2503,The Bourne Ultimatum,13.437615,8/3/2007,en,70000000,115,7.3,3063,-0.231533333
560,22231658,FALSE,"[35, 18, 10749]",3573,Emma,5.703418,8/2/1996,en,6000000,121,6.7,165,0.1601875
561,2853801,FALSE,"[18, 10751, 10749]",17474,The Man in the Moon,6.81291,9/30/1991,en,0,99,7,57,0.191156667
562,13110448,FALSE,"[18, 53, 80]",12149,Frailty,7.203402,11/17/2001,en,11000000,100,6.9,356,0.25624
563,543514353,FALSE,"[10749, 14, 10751, 18]",150689,Cinderella,17.853442,3/12/2015,en,95000000,105,6.7,2580,0
564,78898765,FALSE,"[28, 53, 12]",657,From Russia with Love,12.984042,10/11/1963,en,2000000,115,7,831,0.214883333
565,79817939,FALSE,"[28, 12, 35]",10136,The Golden Child,7.466484,12/12/1986,en,25000000,94,5.6,323,0.2396
566,20710451,FALSE,"[18, 36]",10264,Hamlet,8.931482,12/19/1990,en,0,130,6.7,104,-0.075080357
567,3600000,FALSE,"[9648, 878, 53]",12101,Soylent Green,6.21732,4/19/1973,en,0,97,6.8,323,0
568,8247943,FALSE,"[27, 878]",9599,The Blob,9.407336,8/5/1988,en,19000000,95,6.4,204,0
569,38122105,FALSE,"[28, 878]",865,The Running Man,8.224018,11/13/1987,en,27000000,101,6.4,748,0.056983333
570,1831348,FALSE,"[28, 16, 878]",9389,Renaissance,7.174543,3/16/2006,fr,18000000,105,6.7,84,0
571,35509515,FALSE,"[28, 18, 53]",10083,No Way Out,6.730208,8/14/1987,en,15000000,114,6.9,169,0
572,580527,FALSE,"[35, 18]",2357,10 Items or Less,7.245501,9/11/2006,en,0,81,6.5,51,0.239214286
573,9317021,FALSE,"[16, 878, 10751]",18890,We're Back! A Dinosaur's Story,6.838758,11/24/1993,en,0,72,5.7,119,0.2461125
574,2816116,FALSE,"[18, 10749]",25461,Raising Victor Vargas,7.627181,5/16/2002,en,800000,88,7.7,17,0.264166667
575,77920346,FALSE,"[28, 53, 80]",5820,The Sentinel,7.754653,4/19/2006,en,60000000,108,5.8,237,0.191453333
576,7027290,FALSE,[35],14013,BASEketball,8.370546,7/28/1998,en,0,103,5.9,161,-0.27335
577,2585639,FALSE,"[80, 18, 9648, 53]",26719,House of Games,5.854592,10/11/1987,en,0,102,7,89,0.15375
578,18994653,FALSE,"[28, 18, 53]",9545,Sniper,6.943533,1/29/1993,en,0,98,5.9,114,-0.1819
579,60000,FALSE,[18],473191,A Special Day,1.271829,8/5/2017,fa,150000,90,0,0,0.9765
580,22944502,FALSE,"[28, 80]",9923,Domino,6.119905,9/22/2005,en,50000000,127,6,482,-0.134023529
581,3206713,FALSE,"[18, 28, 53, 80, 9648]",103299,Traces of Red,2.168115,11/13/1992,en,0,105,7.3,4,0
582,1001437,FALSE,"[18, 10749]",47889,Ruby in Paradise,2.001286,10/8/1993,en,800000,114,5.6,10,0.555957143
583,65884703,FALSE,"[28, 80, 18, 53]",111,Scarface,11.748176,12/8/1983,en,25000000,170,8,3236,0.328969231
584,27100027,FALSE,"[18, 16, 10751, 35, 14]",11497,All Dogs Go to Heaven,8.41491,11/17/1989,en,13800000,89,6.3,265,0
585,249348933,FALSE,"[27, 9648]",565,The Ring,13.432326,10/18/2002,en,48000000,115,6.5,1879,-0.087
586,168840000,FALSE,"[878, 53, 9648]",63,Twelve Monkeys,9.625594,12/29/1995,en,29500000,129,7.4,2661,0.24095
587,26330482,FALSE,"[80, 35]",2360,Saving Grace,6.396923,1/24/2000,en,10000000,93,6.4,127,0.107122222
588,183611771,FALSE,"[35, 10751]",10481,102 Dalmatians,7.087468,10/7/2000,en,85000000,100,5.1,352,-0.123906667
589,13022756,FALSE,"[35, 18, 10751]",24115,How to Eat Fried Worms,5.485458,1/1/2006,en,0,98,5.2,23,0.208073684
590,121214377,FALSE,"[12, 28, 53, 878]",563,Starship Troopers,9.700677,11/6/1997,en,105000000,129,6.7,1662,0
591,3250000,FALSE,[878],830,Forbidden Planet,8.655882,3/15/1956,en,1900000,98,7.3,252,0
592,14793624,FALSE,"[35, 10749]",15566,Surviving Christmas,9.118496,9/21/2004,en,45000000,91,5.3,122,0.063216667
593,950000,FALSE,[18],43896,The Informer,2.560872,5/9/1935,en,243000,91,6.6,25,-0.48035
594,3166000,FALSE,[99],291,Riding Giants,2.500612,7/9/2004,en,2600000,105,7.4,25,0.140595
595,9247881,FALSE,[35],37536,Ringmaster,1.669077,11/25/1998,en,3500000,90,3.8,13,0.29627
596,17286299,FALSE,"[35, 10749, 18]",13092,How to Lose Friends & Alienate People,8.600031,10/2/2008,en,27000000,110,6.2,263,0.24325
597,25000,FALSE,"[14, 28, 35, 878, 10749]",31281,Ghosts Can't Do It,2.313746,1/1/1989,en,0,90,2.8,4,0
598,345141403,FALSE,"[10751, 35, 14]",8871,How the Grinch Stole Christmas,32.476568,11/17/2000,en,123000000,104,6.2,1629,-0.004233333
599,770000,FALSE,[18],198727,Pinjar,1.714732,10/22/2003,en,0,188,7.3,4,0.17716875
600,15379253,FALSE,"[14, 35, 878, 10749]",2612,Mr. Destiny,5.123685,10/12/1990,en,20000000,110,6.1,61,-0.6166
601,77745568,FALSE,"[10749, 35, 80]",1389,Out of Sight,7.620994,6/26/1998,en,48000000,123,6.5,356,0
602,22611954,FALSE,"[28, 12, 35, 53]",10723,Bulletproof,8.615565,9/6/1996,en,25000000,84,5.4,169,0.1529375
603,2387928,FALSE,"[10749, 53]",39479,Love Crimes,1.795327,1/24/1992,en,0,90,4.5,5,-0.479
604,67642693,FALSE,"[28, 80, 53]",10650,Sudden Impact,8.498479,12/7/1983,en,22000000,117,6.6,225,0.136496667
605,186053725,FALSE,"[16, 10751, 12, 878]",10865,Atlantis: The Lost Empire,11.233462,6/2/2001,en,120000000,95,6.7,1359,0.301096
606,13007551,FALSE,"[80, 18]",18900,In Cold Blood,6.091175,12/14/1967,en,3500000,134,7.5,92,0.054986667
607,34942188,FALSE,[35],57431,The Sitter,11.951697,12/9/2011,en,25000000,81,5.4,338,0.152466667
608,473993,FALSE,[18],14634,The Stone Angel,1.886777,9/12/2007,en,0,116,5.6,8,0.49146
609,170128460,FALSE,"[18, 10749, 35]",4380,Shall We Dance?,8.556636,10/15/2004,en,50000000,107,5.9,329,0.161443333
610,58785180,FALSE,"[35, 18, 10749]",38357,Morning Glory,9.199898,1/12/2010,en,40000000,102,6.2,446,0
611,109000000,FALSE,[99],10946,Earth,5.667415,4/22/2007,en,15000000,90,7.5,144,0.111185714
612,22896728,FALSE,"[28, 12, 35]",17108,Kung Fu Dunk,4.87721,2/7/2008,en,10000000,100,5,52,0.278685714
613,554987477,FALSE,"[28, 12, 16, 10751, 14]",417859,Puss in Boots,8.241893,10/28/2011,en,130000000,90,6.4,565,-0.19768
614,43440294,FALSE,[18],293,A River Runs Through It,9.383502,10/9/1992,en,0,123,7,261,-0.042542857
615,35000000,FALSE,"[14, 28]",16321,Zu Warriors,2.992644,8/9/2001,cn,0,104,5.2,13,0
616,127730736,FALSE,"[18, 27, 53]",65086,The Woman in Black,10.002971,2/1/2012,en,17000000,95,6.1,1323,0
617,183474602,FALSE,"[27, 9648, 53]",1970,The Grudge,10.877104,10/22/2004,en,10000000,92,5.8,959,0.23276
618,31899000,FALSE,"[27, 9648, 53]",11033,Dressed to Kill,7.032084,6/25/1980,en,6500000,105,6.8,172,0
619,39031337,FALSE,"[28, 35, 53, 80, 878]",8285,The Spirit,7.899919,12/25/2008,en,60000000,103,4.7,340,0
620,237202299,FALSE,"[28, 80, 53]",9679,Gone in Sixty Seconds,6.830575,6/9/2000,en,90000000,118,6.1,1593,0.280433333
621,22222308,FALSE,[18],2355,Reign Over Me,7.407853,3/23/2007,en,20000000,124,7.1,368,0.107517241
622,5820015,FALSE,"[18, 10749]",36094,Stanley & Iris,2.72903,2/9/1990,en,23000000,104,5.9,28,0.233917647
623,36699403,FALSE,"[35, 14, 10749]",13477,When in Rome,10.602003,1/29/2010,en,0,91,5.7,408,0.077288889
624,17432163,FALSE,"[35, 10749]",9582,A Guy Thing,9.358907,1/17/2003,en,20000000,101,5.3,90,0.009592308
625,77920346,FALSE,"[28, 53, 80]",5820,The Sentinel,7.754653,4/19/2006,en,60000000,108,5.8,237,0.191453333
626,8059140,FALSE,"[27, 53]",12526,Bug,6.618154,5/19/2006,en,4000000,102,6,174,0
627,57891803,FALSE,"[27, 53]",11460,Red Eye,6.991706,8/4/2005,en,26000000,85,6.2,512,-0.309
628,21284514,FALSE,"[14, 18, 35, 53]",577,To Die For,7.066698,5/20/1995,en,20000000,106,6.7,193,0.4897
629,9697739,FALSE,"[10751, 12]",13766,SpaceCamp,5.559044,6/6/1986,en,18000000,107,5.8,64,0.18390625
630,27409889,FALSE,[18],18320,The Young Victoria,9.254815,3/4/2009,en,35000000,105,7.1,354,0.125716667
631,1596687,FALSE,"[35, 10749]",24405,Chasers,5.534132,4/22/1994,en,0,102,4.8,27,0
632,241,FALSE,"[18, 14, 27]",41965,Paperhouse,4.030393,1/1/1988,en,0,92,6.7,39,0.25627619
633,1410778,FALSE,"[35, 18]",15402,The Notorious Bettie Page,4.738698,9/14/2005,en,0,91,6.5,47,0.179616667
634,75597042,FALSE,"[18, 10751]",14635,The Rookie,8.7278,3/25/2002,en,20000000,127,6.5,120,0.589966667
635,1531489,FALSE,"[28, 80, 18]",123770,The Last of the Finest,2.082822,3/9/1990,en,12000000,106,5.4,5,0
636,24637469,FALSE,"[18, 10402]",88036,Sparkle,4.072332,8/17/2012,en,14000000,116,5.8,38,0.255042857
637,25442939,FALSE,"[18, 37]",399019,The Beguiled,23.641745,6/23/2017,en,10500000,93,5.8,439,0
638,5781885,FALSE,"[27, 878]",9102,Screamers,6.484106,9/8/1995,en,20000000,108,6.1,158,0.14368
639,215294342,FALSE,"[18, 36, 10752, 28]",2024,The Patriot,9.704977,6/28/2000,en,110000000,165,6.8,1218,0.114571429
640,12854953,FALSE,"[18, 10749]",843,In the Mood for Love,7.135663,5/22/2000,cn,0,98,7.9,420,0
641,73276047,FALSE,[18],7979,The Kite Runner,5.26356,10/14/2007,en,20000000,128,7.3,435,0.314975
642,84375061,FALSE,"[18, 10749]",14326,Nights in Rodanthe,6.280024,9/26/2008,en,0,97,5.9,168,0.109994118
643,3418141,FALSE,"[28, 35, 10751]",65137,Father Hood,3.273934,8/27/1993,en,0,95,5.5,21,0
644,117575636,FALSE,"[80, 18, 27, 9648, 878, 53]",10145,The Forgotten,6.997902,9/24/2004,en,42000000,91,5.5,378,0
645,89456761,FALSE,"[80, 28, 9648, 53]",11412,The Long Kiss Goodnight,8.831809,10/11/1996,en,65000000,120,6.5,348,0
646,53187659,FALSE,"[53, 878, 28]",2787,Pitch Black,6.540455,2/18/2000,en,23000000,108,6.7,1903,0
647,819939,FALSE,"[18, 35, 10749]",15708,Latter Days,5.572361,7/10/2003,en,850000,107,6.8,60,0
648,11000000,FALSE,[35],914,The Great Dictator,8.634475,10/15/1940,en,2000000,125,8.2,817,-0.283071429
649,84565230,FALSE,"[10749, 35, 18]",11355,Never Been Kissed,6.833089,4/9/1999,en,25000000,107,5.8,416,0
650,21486757,FALSE,"[35, 80, 10749]",2321,Married to the Mob,7.053869,8/19/1988,en,10000000,104,5.8,70,-0.133842857
651,501533,FALSE,"[18, 10749]",513,Fire,5.606651,9/6/1996,en,0,108,6.1,18,-0.24695
652,362744280,FALSE,"[53, 80]",163,Ocean's Twelve,10.471163,12/9/2004,en,110000000,125,6.4,2302,-0.191904348
653,56714147,FALSE,"[80, 18, 53]",11892,Murder by Numbers,6.532055,4/19/2002,en,50000000,120,6,293,0.00879478
654,2500000,FALSE,"[35, 18]",10098,The Kid,8.664336,1/21/1921,en,250000,68,8,442,0.129718182
655,3484331,FALSE,"[28, 18, 36, 37]",10935,Heaven's Gate,5.605033,11/19/1980,en,44000000,219,6.6,62,-0.208630769
656,20000000,FALSE,"[35, 10749]",18722,Mr. Baseball,3.27487,10/1/1992,en,0,108,5.8,39,0
657,16991902,FALSE,"[10402, 18, 35]",12508,Rock Star,6.934219,9/4/2001,en,57000000,105,6,202,0
658,50315140,FALSE,"[18, 878]",167,K-PAX,8.898945,10/22/2001,en,48000000,120,7.2,773,0
659,9801375,FALSE,"[18, 10749]",1791,The Piano Teacher,7.252297,5/14/2001,fr,3000000,131,7.2,210,0.1051125
660,7305209,FALSE,[35],26827,Who's That Girl,5.394197,8/7/1987,en,0,92,5.1,53,-0.051622222
661,631221,FALSE,[27],27791,Strangeland,3.236562,10/2/1998,en,1100000,86,4.7,36,0.044205
662,3468572,FALSE,[18],10132,Talk Radio,6.11315,12/21/1988,en,4000000,110,6.6,49,0
