, revenue,Adult,Genre ID,IMDB ID,Movie,Popularity,Release date,original language,run budget,run time,vote average,vote_count,sentiment_score
216,6455530,FALSE,"[14, 16, 10751]",10150,The Last Unicorn,7.51276,11/19/1982,en,0,92,6.9,125,0
217,44017374,FALSE,"[27, 53]",694,The Shining,28.248754,5/22/1980,en,19000000,144,8.1,4344,-0.2408
218,91196419,FALSE,"[18, 27, 53]",11804,White Noise,10.79153,1/7/2005,en,10000000,101,5.5,282,-0.113930769
219,1845034188,FALSE,"[18, 10749, 53]",597,Titanic,28.549703,11/18/1997,en,200000000,194,7.6,8385,0.222036364
220,31596911,FALSE,[12],11780,Rob Roy,10.13323,4/13/1995,en,28000000,139,6.5,165,-0.08325
221,4400000,FALSE,"[18, 53]",32020,Foxes,3.937096,2/29/1980,en,0,106,5.6,25,0.20538125
222,13276953,FALSE,"[80, 35]",16723,Sugar & Spice,5.162364,1/24/2001,en,11000000,81,5.8,64,-0.0488
223,1051948,FALSE,"[35, 10749]",21055,All Over the Guy,3.019332,3/7/2001,en,0,95,5.7,25,0.3036
224,120620,FALSE,"[18, 35, 10402]",12109,It's All Gone Pete Tong,3.922852,9/12/2004,en,2000000,90,7.1,55,0
225,15691192,FALSE,"[35, 18]",9586,The Bonfire of the Vanities,8.594463,12/21/1990,en,47000000,125,5.3,121,0.063355556
226,96455697,FALSE,"[35, 14, 10749]",10096,13 Going on 30,8.345456,4/13/2004,en,37000000,98,6.2,1346,0
227,113086475,FALSE,[35],12153,White Chicks,7.091523,6/23/2004,en,37000000,109,6.4,763,0
228,48814909,FALSE,[18],11978,Men of Honor,8.448912,9/13/2000,en,82343495,129,7,588,0
229,3713768,FALSE,"[12, 16, 18]",11837,Watership Down,5.574031,10/14/1978,en,1000000,88,7.3,180,-0.19362
230,484572835,FALSE,"[14, 35]",310,Bruce Almighty,9.867555,5/23/2003,en,80000000,101,6.5,3404,0.181369231
231,15785148,FALSE,"[28, 35, 80, 9648]",5236,Kiss Kiss Bang Bang,9.765731,9/5/2005,en,15000000,103,7.2,954,0.9761
232,22231658,FALSE,"[35, 18, 10749]",3573,Emma,5.703418,8/2/1996,en,6000000,121,6.7,165,0.1601875
233,343786,FALSE,"[35, 18]",25447,Tapeheads,7.462659,10/21/1988,en,0,93,5.4,17,0
234,183018522,FALSE,"[12, 14, 18, 35, 878, 10751]",62764,Mirror Mirror,9.536227,3/15/2012,en,85000000,106,5.6,1225,0
235,29762011,FALSE,"[12, 14, 28, 35, 878]",9824,Mystery Men,6.024557,8/6/1999,en,68000000,121,5.7,261,0.162055172
236,60896147,FALSE,"[14, 18, 28, 35, 80, 878]",4474,My Super Ex-Girlfriend,5.920199,6/20/2006,en,0,95,4.8,483,0.130814286
237,42000000,FALSE,"[18, 53, 10752]",12162,The Hurt Locker,9.634247,10/10/2008,en,15000000,131,7.2,1996,-0.034028571
238,19740070,FALSE,[35],18913,Betsy's Wedding,2.520806,6/22/1990,en,0,94,5.3,12,0
239,28283637,FALSE,"[28, 12, 35, 10751, 14, 878]",14623,Thunderbirds,5.854446,7/23/2004,en,57000000,95,4.3,98,-0.01153
240,852872,FALSE,"[18, 10749]",7870,Down in the Valley,4.712188,5/13/2005,en,8000000,112,6,68,0.1874625
241,6797218,FALSE,"[27, 10402]",25438,Trick or Treat,4.018731,10/24/1986,en,0,98,5.5,42,0
242,7800000,FALSE,"[10402, 35, 18, 10749]",39095,Mungaru Male,1.215599,12/15/2006,kn,330000,143,7.3,6,0
243,391081192,FALSE,"[12, 14, 28, 878]",1452,Superman Returns,10.234001,6/28/2006,en,270000000,154,5.4,1520,-0.29941875
244,162242962,FALSE,"[18, 36, 10749]",1904,Memoirs of a Geisha,7.781877,12/6/2005,en,85000000,145,7.3,717,0.059258333
245,56505065,FALSE,"[28, 12, 18, 36, 37]",11969,Tombstone,8.732705,12/25/1993,en,25000000,130,7.4,663,0.7476
246,358574,FALSE,"[12, 18, 36, 10752]",12701,Revolution,3.935995,12/25/1985,en,28000000,126,5.2,23,-0.1163625
247,90753806,FALSE,"[35, 18]",10158,White Men Can't Jump,6.495735,3/26/1992,en,0,115,6.3,321,0.323066667
248,442824138,FALSE,"[28, 18, 9648, 53]",2503,The Bourne Ultimatum,13.437615,8/3/2007,en,70000000,115,7.3,3063,-0.231533333
249,93974620,FALSE,"[18, 53]",231,Syriana,9.115641,11/23/2005,en,50000000,128,6.3,484,0.039064286
250,22231658,FALSE,"[35, 18, 10749]",3573,Emma,5.703418,8/2/1996,en,6000000,121,6.7,165,0.1601875
251,500000,FALSE,[18],14794,If....,7.080233,12/19/1968,en,0,111,7.1,89,-0.021628571
252,299792,FALSE,"[35, 10402, 10749]",51333,Love's Labour's Lost,4.691374,3/31/2000,en,13000000,93,5.4,15,-0.124671429
253,312016858,FALSE,"[12, 35, 80, 878]",817,Austin Powers: The Spy Who Shagged Me,12.211415,6/8/1999,en,33000000,95,6.2,1110,-0.304833333
254,14373825,FALSE,"[53, 80, 9648]",13483,Awake,7.89438,11/28/2007,en,86000000,84,6.3,432,-0.304877778
255,56714147,FALSE,"[80, 18, 53]",11892,Murder by Numbers,6.532055,4/19/2002,en,50000000,120,6,293,0.00879478
256,572809,FALSE,"[53, 80, 27]",43947,I Spit on Your Grave,13.61956,6/17/2010,en,2000000,108,6.3,573,0
257,13417292,FALSE,[18],11159,Secrets & Lies,7.538128,5/24/1996,en,4500000,142,7.1,134,0
258,543514353,FALSE,"[10749, 14, 10751, 18]",150689,Cinderella,17.853442,3/12/2015,en,95000000,105,6.7,2580,0
259,286168572,FALSE,"[28, 878, 12, 9648]",75612,Oblivion,11.8042,4/10/2013,en,120000000,124,6.4,5059,-0.3076
260,15500000,FALSE,"[28, 12, 35]",27201,Corvette Summer,3.344615,6/2/1978,en,0,105,5.4,18,-0.00642
261,31853080,FALSE,"[18, 10749]",1890,Children of a Lesser God,4.796876,9/13/1986,en,0,119,6.9,76,-0.2478
262,169332978,FALSE,"[16, 35, 10751]",1267,Meet the Robinsons,8.062878,3/23/2007,en,150000000,95,6.7,841,-0.080333333
263,347325802,FALSE,"[28, 35, 80, 53]",5175,Rush Hour 2,8.772264,8/3/2001,en,90000000,90,6.4,1169,0
264,622806,FALSE,[18],13075,Sherrybaby,4.197485,9/8/2006,en,2000000,96,6.3,45,0
265,79817939,FALSE,"[28, 12, 35]",10136,The Golden Child,7.466484,12/12/1986,en,25000000,94,5.6,323,0.2396
266,20710451,FALSE,"[18, 36]",10264,Hamlet,8.931482,12/19/1990,en,0,130,6.7,104,-0.075080357
267,27476252,FALSE,[53],11963,Three Days of the Condor,7.548183,9/24/1975,en,0,117,7.2,248,0
268,3600000,FALSE,"[9648, 878, 53]",12101,Soylent Green,6.21732,4/19/1973,en,0,97,6.8,323,0
269,55011732,FALSE,"[28, 12, 18]",4643,The Guardian,8.321034,9/28/2006,en,70000000,139,6.8,420,0.104985714
270,8247943,FALSE,"[27, 878]",9599,The Blob,9.407336,8/5/1988,en,19000000,95,6.4,204,0
271,6482195,FALSE,"[28, 12, 9648, 53]",10871,Switchback,7.80949,10/31/1997,en,37000000,118,5.8,56,0
272,1000000,FALSE,"[9648, 80, 53]",963,The Maltese Falcon,7.34665,11/18/1941,en,375000,100,7.8,472,0
273,84772742,FALSE,[35],11090,The Animal,8.204882,6/1/2001,en,22000000,84,4.6,329,0.138746154
274,38122105,FALSE,"[28, 878]",865,The Running Man,8.224018,11/13/1987,en,27000000,101,6.4,748,0.056983333
275,12206028,FALSE,"[28, 80, 9648, 53]",22787,Whiteout,9.90847,9/9/2009,en,40000000,101,5.4,240,-0.1502
276,1831348,FALSE,"[28, 16, 878]",9389,Renaissance,7.174543,3/16/2006,fr,18000000,105,6.7,84,0
277,5730596,FALSE,"[28, 18]",14570,Gymkata,2.20393,5/3/1985,en,8500000,90,4.8,16,-0.007823529
278,44793222,FALSE,"[27, 53]",10072,A Nightmare on Elm Street 3: Dream Warriors,10.29536,2/27/1987,en,5000000,96,6.5,400,0
279,23278931,FALSE,"[14, 35, 878]",11597,Toys,5.577051,12/18/1992,en,0,118,5.1,179,0.1086
280,464991,FALSE,[35],55278,Church Ball,1.701219,3/17/2006,en,1000000,91,3.8,4,-0.1548
281,53653224,FALSE,"[35, 18, 14, 10749]",1262,Stranger Than Fiction,8.121787,9/9/2006,en,30000000,113,7.1,786,0
282,141220678,FALSE,[35],4248,Scary Movie 2,10.578321,7/4/2001,en,45000000,83,5.5,1131,0.268263636
283,143597,FALSE,"[18, 53]",16131,Undertow,5.287017,5/14/2004,en,0,108,5.9,35,0.14635
284,22000000,FALSE,"[18, 10749, 10752]",3060,The Big Parade,2.894134,11/5/1925,en,245000,151,7.3,27,0
285,2647055,FALSE,"[27, 53]",9299,Thesis,7.239632,4/11/1996,es,0,125,7.3,175,-0.43065
286,580527,FALSE,"[35, 18]",2357,10 Items or Less,7.245501,9/11/2006,en,0,81,6.5,51,0.239214286
287,9317021,FALSE,"[16, 878, 10751]",18890,We're Back! A Dinosaur's Story,6.838758,11/24/1993,en,0,72,5.7,119,0.2461125
288,14683921,FALSE,[18],47821,City of Joy,2.909109,4/15/1992,en,27000000,132,6.4,34,0
289,677945399,FALSE,"[35, 18, 10749]",13,Forrest Gump,19.622654,7/6/1994,en,55000000,142,8.3,8767,0.281833333
290,300400432,FALSE,"[28, 12, 53, 10752]",1369,Rambo: First Blood Part II,10.545377,5/21/1985,en,44000000,96,6.3,944,-0.0802
291,2816116,FALSE,"[18, 10749]",25461,Raising Victor Vargas,7.627181,5/16/2002,en,800000,88,7.7,17,0.264166667
292,373062864,FALSE,"[12, 28, 53, 878]",2080,X-Men Origins: Wolverine,2.078487,4/28/2009,en,150000000,107,6.2,4335,0
293,309979994,FALSE,"[16, 10751, 12, 35]",13053,Bolt,12.322169,11/21/2008,en,150000000,98,6.3,1913,-0.9624
294,216166,FALSE,"[27, 9648]",24274,Dead & Buried,4.351878,5/29/1981,en,3000000,94,6.1,57,-0.9686
295,77745568,FALSE,"[10749, 35, 80]",1389,Out of Sight,7.620994,6/26/1998,en,48000000,123,6.5,356,0
296,9789900,FALSE,"[35, 80, 18]",47502,Faithful,2.270849,4/3/1996,en,13000000,91,4.8,4,-0.4961
297,23978402,FALSE,"[28, 35, 80]",17708,Corky Romano,5.305229,10/12/2001,en,11000000,86,4.1,57,-0.046478571
298,77920346,FALSE,"[28, 53, 80]",5820,The Sentinel,7.754653,4/19/2006,en,60000000,108,5.8,237,0.191453333
299,15645616,FALSE,"[10749, 53]",14249,Revenge,5.542133,2/16/1990,en,0,123,6,92,-0.165383333
300,5731103,FALSE,[18],49471,Get on the Bus,1.808689,10/16/1996,en,2400000,120,7,11,-0.481
301,17393,FALSE,"[80, 99]",33916,Czech Dream,1.507158,3/30/2004,cs,0,90,6.8,10,0
302,7027290,FALSE,[35],14013,BASEketball,8.370546,7/28/1998,en,0,103,5.9,161,-0.27335
303,2626800,FALSE,"[80, 27, 53]",14125,Captivity,9.172897,3/9/2007,en,17000000,96,4.4,142,0
304,1281176,FALSE,"[35, 18]",55123,Tumbleweeds,1.960448,11/28/1999,en,312000,102,6.2,11,0.19732
305,346594,FALSE,"[18, 14]",44638,The Tempest,2.903024,12/10/2010,en,20000000,110,6,31,0.39225
306,5802422,FALSE,"[28, 18, 27, 878, 53]",25769,Carriers,7.115038,9/4/2009,en,0,84,5.8,310,0
307,11400000,FALSE,"[35, 18, 10749]",15363,Something New,5.0352,1/29/2006,en,0,99,6.3,54,0
308,165615285,FALSE,"[80, 18, 53]",819,Sleepers,9.454585,10/18/1996,en,44000000,147,7.3,796,-0.9977
309,20710451,FALSE,"[18, 36]",10264,Hamlet,8.931482,12/19/1990,en,0,130,6.7,104,-0.075080357
310,2585639,FALSE,"[80, 18, 9648, 53]",26719,House of Games,5.854592,10/11/1987,en,0,102,7,89,0.15375
311,22886222,FALSE,"[18, 53]",4916,Guilty as Sin,2.578738,6/4/1993,en,0,107,5.8,25,-0.4711
312,18994653,FALSE,"[28, 18, 53]",9545,Sniper,6.943533,1/29/1993,en,0,98,5.9,114,-0.1819
313,26657534,FALSE,"[10749, 35, 80, 18]",2075,Prizzi's Honor,6.417917,6/14/1985,en,0,124,6.6,84,-0.1032
314,3650000,FALSE,"[10752, 28, 12, 18, 10749, 53]",22584,To Have and Have Not,8.469086,10/11/1944,en,0,100,7.6,119,0
315,63833449,FALSE,[35],8780,Baby Mama,8.421967,4/23/2008,en,30000000,99,5.8,217,0.114766667
316,60000,FALSE,[18],473191,A Special Day,1.271829,8/5/2017,fa,150000,90,0,0,0.9765
317,719968,FALSE,"[18, 53, 27]",5956,Joshua,5.950877,1/21/2007,en,0,105,5.8,82,-0.18734
318,3533227,FALSE,"[9648, 18, 80, 53, 27]",10185,The Midnight Meat Train,7.125517,8/7/2008,en,15000000,98,6,315,0.033130769
319,22944502,FALSE,"[28, 80]",9923,Domino,6.119905,9/22/2005,en,50000000,127,6,482,-0.134023529
320,57252,FALSE,"[80, 18, 53]",118991,Keys to Tulsa,1.567632,4/11/1997,en,0,113,4.9,5,0.220425
321,3206713,FALSE,"[18, 28, 53, 80, 9648]",103299,Traces of Red,2.168115,11/13/1992,en,0,105,7.3,4,0
322,25819961,FALSE,"[37, 36, 10752]",10733,The Alamo,5.822449,4/7/2004,en,145000000,137,5.8,112,0
323,18633656,FALSE,"[35, 16, 12]",355547,The Star,132.840168,11/15/2017,en,18000000,86,4.6,49,-0.49255
324,1001437,FALSE,"[18, 10749]",47889,Ruby in Paradise,2.001286,10/8/1993,en,800000,114,5.6,10,0.555957143
325,402805,FALSE,"[35, 10749]",113178,A Wake in Providence,1.016695,1/1/1999,en,0,94,0,0,-0.49325
326,65884703,FALSE,"[28, 80, 18, 53]",111,Scarface,11.748176,12/8/1983,en,25000000,170,8,3236,0.328969231
327,27100027,FALSE,"[18, 16, 10751, 35, 14]",11497,All Dogs Go to Heaven,8.41491,11/17/1989,en,13800000,89,6.3,265,0
328,14000000,FALSE,[27],16288,Creepshow 2,6.800814,5/1/1987,en,3500000,92,5.9,136,0.1084625
329,249348933,FALSE,"[27, 9648]",565,The Ring,13.432326,10/18/2002,en,48000000,115,6.5,1879,-0.087
330,22424195,FALSE,"[80, 53, 27]",41374,The First Power,1.62348,4/6/1990,en,10000000,98,4.7,15,0.111714286
331,2074000,FALSE,[99],73981,Ayurveda: Art of Being,1.423224,9/20/2001,en,300000,101,5.5,3,0.16315
332,10667893,FALSE,"[28, 878]",10366,Universal Soldier: The Return,7.546384,8/5/1999,en,45000000,82,4.2,142,-0.117226087
333,26330482,FALSE,"[80, 35]",2360,Saving Grace,6.396923,1/24/2000,en,10000000,93,6.4,127,0.107122222
334,62022014,FALSE,"[28, 80, 27, 53]",326,Snakes on a Plane,9.241731,8/6/2006,en,33000000,105,5.1,541,-0.047765
335,13022756,FALSE,"[35, 18, 10751]",24115,How to Eat Fried Worms,5.485458,1/1/2006,en,0,98,5.2,23,0.208073684
336,18626419,FALSE,"[18, 9648, 53]",9566,The Fan,7.148061,8/15/1996,en,55000000,116,5.7,221,0.2167125
337,131457682,FALSE,"[12, 18, 36]",978,Seven Years in Tibet,8.814996,9/12/1997,en,70000000,136,7,701,-0.29645
338,7500000,FALSE,"[28, 12, 18, 37]",15573,The Cowboys,4.365598,1/13/1972,en,6000000,131,7,60,0
339,121214377,FALSE,"[12, 28, 53, 878]",563,Starship Troopers,9.700677,11/6/1997,en,105000000,129,6.7,1662,0
340,832735,FALSE,[99],25099,"Fast, Cheap & Out of Control",1.9177,10/3/1997,en,0,83,8.3,8,0
341,14202899,FALSE,"[18, 10402]",1816,A Chorus Line,5.644194,12/10/1985,en,0,113,6.2,38,0.043995
342,14567,FALSE,"[35, 27, 53, 9648]",139455,Silent Night,11.606735,11/30/2012,en,0,99,4.8,74,0
343,501533,FALSE,"[18, 10749]",513,Fire,5.606651,9/6/1996,en,0,108,6.1,18,-0.24695
344,32788,FALSE,[18],2324,Local Color,1.980025,9/19/2006,en,3250000,107,6.1,8,0
345,3250000,FALSE,[878],830,Forbidden Planet,8.655882,3/15/1956,en,1900000,98,7.3,252,0
346,22168359,FALSE,"[27, 53]",10160,A Nightmare on Elm Street 5: The Dream Child,12.528724,8/11/1989,en,8000000,89,5.4,278,0.059488235
347,171963386,FALSE,"[35, 10749]",5966,Along Came Polly,8.018546,1/16/2004,en,42000000,90,5.8,854,-0.003588889
348,14793624,FALSE,"[35, 10749]",15566,Surviving Christmas,9.118496,9/21/2004,en,45000000,91,5.3,122,0.063216667
349,49620,FALSE,"[35, 80, 53]",12241,Curdled,4.468011,9/6/1996,en,2300000,88,6.2,29,-0.2488
350,950000,FALSE,[18],43896,The Informer,2.560872,5/9/1935,en,243000,91,6.6,25,-0.48035
351,12500000,FALSE,"[18, 10752, 10749]",11706,War and Peace,4.583246,8/21/1956,en,6000000,208,6.8,51,0.2416
352,1100000,FALSE,"[28, 18, 53]",106546,Moscow Heat,1.746078,11/24/2004,en,0,89,1.3,3,-0.18075
353,1081957,FALSE,"[18, 10749]",44308,A Price Above Rubies,1.603836,3/26/1998,en,0,117,5.9,6,0.372025
354,196482882,FALSE,"[35, 10749]",1824,50 First Dates,15.038775,2/13/2004,en,75000000,99,6.6,2321,0
355,79082515,FALSE,"[35, 10751]",9714,Home Alone 3,15.04244,12/12/1997,en,32000000,102,5.1,706,-0.292286667
356,294456605,FALSE,"[35, 10751, 14]",3050,Doctor Dolittle,9.71024,6/22/1998,en,71000000,85,5.3,791,-0.063830769
357,23006849,FALSE,"[14, 10749, 10751, 35]",14191,Aquamarine,6.670269,3/3/2006,en,12000000,104,5.8,402,-0.3468
358,21011500,FALSE,"[35, 10751]",46094,The Air Up There,4.256843,1/7/1994,en,17080000,107,5,43,0
359,8890685,FALSE,"[28, 14]",15895,Deathstalker,3.364119,9/2/1983,en,0,80,4.2,26,-0.162041667
360,163712074,FALSE,"[878, 28, 12]",1724,The Incredible Hulk,21.354119,6/12/2008,en,150000000,114,6.1,3339,-0.140166667
361,32482682,FALSE,"[18, 10749]",1713,Jungle Fever,5.933296,6/7/1991,en,14000000,132,6,76,0.169483333
362,356830601,FALSE,"[28, 10749, 10752]",744,Top Gun,11.389584,5/16/1986,en,15000000,110,6.7,1866,0.9901
363,855810,FALSE,"[18, 28]",89139,Angel Town,1.837577,2/23/1990,en,855,102,6.3,7,0.157166667
364,2411145,FALSE,[18],46460,Wanda Nevada,2.464653,6/1/1979,en,0,107,6.5,9,0
365,299171,FALSE,"[18, 35]",120694,Festival in Cannes,1.063571,11/3/2001,en,0,100,0,0,-0.37258
366,50282766,FALSE,"[80, 53, 18]",241,Natural Born Killers,10.145916,8/25/1994,en,34000000,119,6.9,997,0.2226
367,16153593,FALSE,"[18, 10749]",41823,Mo' Better Blues,5.428384,8/3/1990,en,10000000,129,6.2,55,0
368,34327391,FALSE,"[28, 35, 10402, 10751, 12]",10874,Muppet Treasure Island,6.441009,2/16/1996,en,0,100,6.5,96,0
369,9247881,FALSE,[35],37536,Ringmaster,1.669077,11/25/1998,en,3500000,90,3.8,13,0.29627
370,17286299,FALSE,"[35, 10749, 18]",13092,How to Lose Friends & Alienate People,8.600031,10/2/2008,en,27000000,110,6.2,263,0.24325
371,25000,FALSE,"[14, 28, 35, 878, 10749]",31281,Ghosts Can't Do It,2.313746,1/1/1989,en,0,90,2.8,4,0
372,11000863,FALSE,[35],53287,The Super,3.323236,10/4/1991,en,22000000,84,5.6,24,0.307466667
373,345141403,FALSE,"[10751, 35, 14]",8871,How the Grinch Stole Christmas,32.476568,11/17/2000,en,123000000,104,6.2,1629,-0.004233333
374,367638,FALSE,[18],10190,Towelhead,4.406225,9/12/2008,en,0,111,6.5,47,-0.4743
375,2000000,FALSE,"[28, 80, 18]",28110,Dillinger,4.075799,7/20/1973,en,1000000,107,6.7,25,0.32528
376,16838910,FALSE,"[53, 80, 10749]",9280,Femme Fatale,7.67257,11/6/2002,en,35000000,114,6.2,146,0
377,85300000,FALSE,"[28, 35]",10890,Stripes,8.57668,6/25/1981,en,10000000,106,6.5,262,0.537166667
378,15379253,FALSE,"[14, 35, 878, 10749]",2612,Mr. Destiny,5.123685,10/12/1990,en,20000000,110,6.1,61,-0.6166
379,6147,FALSE,"[37, 53]",158916,Sweetwater,6.978516,1/24/2013,en,7000000,95,6,72,0
380,157387195,FALSE,"[28, 53, 18]",8963,Crimson Tide,7.930306,5/12/1995,en,53000000,116,7,537,0.039711111
381,33395426,FALSE,"[27, 18, 9648]",805,Rosemary's Baby,8.004037,6/12/1968,en,3200000,136,7.6,972,0
382,598645,FALSE,"[35, 10749]",12779,Swept Away,4.604639,10/11/2002,en,10000000,89,4.8,60,-0.133171429
383,22611954,FALSE,"[28, 12, 35, 53]",10723,Bulletproof,8.615565,9/6/1996,en,25000000,84,5.4,169,0.1529375
384,2387928,FALSE,"[10749, 53]",39479,Love Crimes,1.795327,1/24/1992,en,0,90,4.5,5,-0.479
385,18195610,FALSE,"[28, 80, 18]",9989,Antitrust,5.567705,1/12/2001,en,30000000,108,5.9,165,0.012145455
386,12368234,FALSE,"[35, 80]",1594,A Shot in the Dark,8.80135,6/23/1964,en,0,102,7.3,124,0
387,186053725,FALSE,"[16, 10751, 12, 878]",10865,Atlantis: The Lost Empire,11.233462,6/2/2001,en,120000000,95,6.7,1359,0.301096
388,33000337,FALSE,"[53, 27]",10577,Dracula 2000,6.463848,12/22/2000,en,28000000,99,4.7,162,-0.133942857
389,34942188,FALSE,[35],57431,The Sitter,11.951697,12/9/2011,en,25000000,81,5.4,338,0.152466667
390,407778013,FALSE,"[14, 53, 28, 12, 27]",282035,The Mummy,18.212849,6/6/2017,en,125000000,110,5.4,2491,0
391,3646994,FALSE,"[18, 9648, 53]",35080,The Cat's Meow,2.969486,8/3/2001,en,7000000,114,6,33,-0.1779
392,34266564,FALSE,"[53, 18, 80]",1359,American Psycho,10.81995,4/13/2000,en,7000000,102,7.3,2327,0
393,473993,FALSE,[18],14634,The Stone Angel,1.886777,9/12/2007,en,0,116,5.6,8,0.49146
394,245000,FALSE,"[35, 18, 14, 10749]",46336,Four Eyed Monsters,1.567206,1/21/2005,en,250000,71,6,10,0.228725
395,58785180,FALSE,"[35, 18, 10749]",38357,Morning Glory,9.199898,1/12/2010,en,40000000,102,6.2,446,0
396,109000000,FALSE,[99],10946,Earth,5.667415,4/22/2007,en,15000000,90,7.5,144,0.111185714
397,85632458,FALSE,"[28, 18, 10752]",9567,Tears of the Sun,8.894618,3/7/2003,en,70000000,121,6.5,619,-0.081175
398,30000000,FALSE,"[10751, 35]",63459,Funky Monkey,1.789384,8/4/2004,en,0,94,4.3,6,0
399,22896728,FALSE,"[28, 12, 35]",17108,Kung Fu Dunk,4.87721,2/7/2008,en,10000000,100,5,52,0.278685714
400,29300000,FALSE,"[28, 12, 80, 53]",9717,Shoot to Kill,5.111166,2/12/1988,en,0,109,6.8,48,0
401,121975011,FALSE,"[12, 14, 10751]",10601,Peter Pan,11.959366,12/25/2003,en,100000000,113,6.9,729,0
402,1700000,FALSE,"[18, 10749]",67307,The Big Town,1.775862,9/25/1987,en,0,109,5.9,9,-0.9121
403,13700000,FALSE,[35],16888,The Ladies Man,3.439149,10/13/2000,en,24000000,84,5.6,37,0.207563158
404,3202000,FALSE,"[35, 10402, 10749]",3080,Top Hat,4.604253,9/6/1935,en,609000,101,7.4,69,0.9773
405,91549,FALSE,"[9648, 27, 14]",12238,The Night Flier,5.732381,4/30/1997,en,1000000,93,5.8,67,0
406,369884651,FALSE,"[10749, 35]",544,There's Something About Mary,10.122753,7/15/1998,en,23000000,119,6.5,1731,0
407,10178331,FALSE,[18],18925,Facing the Giants,4.587476,9/29/2006,en,100000,111,6.5,66,0.076408333
408,38625550,FALSE,"[35, 16, 10751]",9994,The Great Mouse Detective,7.421249,7/2/1986,en,14000000,74,6.9,379,-0.3219
409,2500000,FALSE,"[18, 9648, 53]",996,Double Indemnity,8.256364,4/24/1944,en,927262,107,8,457,0.109144444
410,251775,FALSE,"[18, 10402]",13842,Broken Bridges,1.90663,9/8/2006,en,0,105,4.3,6,0
411,100915,FALSE,"[18, 10749]",9364,Wuthering Heights,5.7247,9/5/2011,en,8000000,129,6,78,-0.051311111
412,3000000,FALSE,"[35, 18]",40973,Myra Breckinridge,2.462324,6/24/1970,en,5000000,94,4.8,9,0.044392857
413,35000000,FALSE,"[14, 28]",16321,Zu Warriors,2.992644,8/9/2001,cn,0,104,5.2,13,0
414,140175006,FALSE,"[16, 35, 10751, 14]",9297,Monster House,6.831145,7/21/2006,en,75000000,91,6.4,1008,-0.9503
415,183345589,FALSE,"[12, 10751, 14]",267935,The BFG,28.01442,6/1/2016,en,140000000,120,6.1,1112,0
416,32017803,FALSE,"[878, 53]",1272,Sunshine,11.406219,4/5/2007,en,50000000,107,6.9,1270,0.021825
417,127730736,FALSE,"[18, 27, 53]",65086,The Woman in Black,10.002971,2/1/2012,en,17000000,95,6.1,1323,0
418,7690013,FALSE,"[28, 12, 53, 80]",17585,Surviving the Game,3.965634,4/15/1994,en,7400000,96,6.1,58,0.189375
419,183474602,FALSE,"[27, 9648, 53]",1970,The Grudge,10.877104,10/22/2004,en,10000000,92,5.8,959,0.23276
420,107879496,FALSE,"[35, 18, 10749]",9087,The American President,6.948206,11/17/1995,en,62000000,106,6.6,208,0
421,64459316,FALSE,"[12, 16, 35, 10751]",11619,Flushed Away,9.548275,10/22/2006,en,149000000,85,6,990,-0.059754545
422,237202299,FALSE,"[28, 80, 53]",9679,Gone in Sixty Seconds,6.830575,6/9/2000,en,90000000,118,6.1,1593,0.280433333
423,1596,FALSE,[80],81048,Running Time,1.833887,12/18/1997,en,130000,70,6.1,7,-0.97
424,26279000,FALSE,"[10749, 35]",41280,Private Lessons,7.641996,8/21/1981,en,2800000,87,6.3,23,0.637533333
425,22222308,FALSE,[18],2355,Reign Over Me,7.407853,3/23/2007,en,20000000,124,7.1,368,0.107517241
426,9500000,FALSE,"[18, 10769]",25511,London Dreams,1.227081,10/30/2009,en,0,151,5.3,4,-0.110761538
427,136766062,FALSE,"[80, 18, 53]",242,The Godfather: Part III,16.577871,12/24/1990,en,54000000,162,7.1,1722,0
428,439564,FALSE,"[12, 9648, 53]",47890,Sphinx,1.693578,2/11/1981,en,14000000,118,5.7,3,-0.16492
429,3154346,FALSE,"[80, 18]",8923,Green Street Hooligans,7.677648,9/9/2005,en,0,109,7.1,703,-0.156966667
430,92863945,FALSE,"[12, 18, 28, 10749]",9550,House of Flying Daggers,9.918439,5/19/2004,zh,0,119,7.1,478,0.156783333
431,5820015,FALSE,"[18, 10749]",36094,Stanley & Iris,2.72903,2/9/1990,en,23000000,104,5.9,28,0.233917647
432,497409852,FALSE,"[12, 18, 10752]",652,Troy,13.54546,5/13/2004,en,175000000,163,6.9,3097,0.0477125
433,256249,FALSE,[35],52936,In the Soup,2.519938,10/23/1992,en,0,93,6,11,0
434,115267375,FALSE,[14],8840,DragonHeart,10.371524,5/31/1996,en,57000000,103,6.4,599,-0.254675
435,34710627,FALSE,"[18, 10749]",38684,Jane Eyre,6.145302,3/11/2011,en,0,120,7,469,-0.147123077
436,36699403,FALSE,"[35, 14, 10749]",13477,When in Rome,10.602003,1/29/2010,en,0,91,5.7,408,0.077288889
437,17432163,FALSE,"[35, 10749]",9582,A Guy Thing,9.358907,1/17/2003,en,20000000,101,5.3,90,0.009592308
438,4354510,FALSE,"[18, 35, 10749]",5488,"I'm a Cyborg, But That's OK",6.04886,12/7/2006,ko,0,105,7.1,131,0
439,17519169,FALSE,"[35, 18, 10749]",9089,Home for the Holidays,5.432424,11/2/1995,en,0,103,6.3,42,0.96535
