Movie,IMDB ID,Genre ID,Popularity,Release date,Adult,original language,vote_count,vote average,run time,run budget, revenue,Na•ve Bayes Polarity Scores
The Christmas Star,13705,"[18, 10751]",1.403943,12/14/86,FALSE,en,3,7,94,0,0,-1.5688E-05
"Eliana, Eliana",300955,[],1.206094,4/23/02,FALSE,id,1,8,105,0,0,-1.55103E-05
Canyon Dreams,422394,[],1.000001,1/1/87,FALSE,en,0,0,38,0,0,-3.43234E-05
Elephants Dream,9761,"[16, 878]",2.646817,3/24/06,FALSE,en,31,6,11,150000,0,-1.5212E-05
K-911,41586,"[28, 35, 80, 9648]",4.205186,12/7/99,FALSE,en,53,5.2,91,0,0,-2.8436E-05
Parinda,58045,"[28, 80, 18, 10769]",1.263889,11/3/89,FALSE,hi,5,8,154,0,0,-9.64364E-06
The Day Reagan Was Shot,81748,[18],1.220984,12/9/01,FALSE,en,3,6,98,0,0,-2.38172E-05
Syriana,231,"[18, 53]",9.115641,11/23/05,FALSE,en,484,6.3,128,50000000,93974620,-1.82896E-05
Serum,41239,"[27, 878]",1.103389,10/30/06,FALSE,en,2,3,89,0,0,-1.25347E-05
Emma,3573,"[35, 18, 10749]",5.703418,8/2/96,FALSE,en,165,6.7,121,6000000,22231658,-1.9006E-05
Doctor Detroit,23096,[35],3.432887,5/6/83,FALSE,en,21,4.7,89,0,0,-0.000154944
If....,14794,[18],7.080233,12/19/68,FALSE,en,89,7.1,111,0,500000,-4.7392E-06
Khamosh,188719,"[27, 9648, 53]",1.411839,1/1/85,FALSE,en,1,7.5,102,0,0,-2.50131E-05
The Threat,480851,[18],1.337722,10/1/81,FALSE,sq,0,0,69,0,0,-1.72479E-05
Igor and the Lunatics,85567,[27],1.142103,12/1/85,FALSE,en,4,3.5,82,0,0,-2.30572E-05
Of Human Bondage,43905,[18],3.038184,7/20/34,FALSE,en,26,6.4,83,0,0,1.43161E-07
Now and Forever,51277,"[18, 10749]",1.501406,8/31/34,FALSE,en,7,5.3,81,0,0,1.10873E-05
Escape Velocity,46022,"[28, 878]",1.151261,11/28/99,FALSE,en,4,3.5,100,0,0,-1.46659E-05
Stella Dallas,43865,"[18, 10749]",2.763981,8/6/37,FALSE,en,19,6.8,106,0,0,-6.93913E-06
Yugoslavia: The Avoidable War,183333,[99],1.001177,9/17/99,FALSE,en,0,0,165,0,0,-1.13175E-05
"After Dark, My Sweet",25501,"[80, 18, 9648]",2.803373,8/24/90,FALSE,en,18,6.6,114,0,0,2.19716E-05
Ship Ahoy,43782,"[35, 10749]",1.144078,5/1/42,FALSE,en,2,6,95,0,0,1.12697E-05
Love's Labour's Lost,51333,"[35, 10402, 10749]",4.691374,3/31/00,FALSE,en,15,5.4,93,13000000,299792,-7.51529E-06
The Return,483481,[18],13.530517,12/7/17,FALSE,ko,0,0,100,0,0,-1.48815E-05
Five Across the Eyes,43639,[27],2.266584,10/1/06,FALSE,en,10,3.2,95,4000,0,-2.92003E-05
Jessica: A Ghost Story,326845,[],1.75,10/22/92,FALSE,en,0,0,94,0,0,-2.67553E-05
American Empire,22354,[37],1.090593,12/11/42,FALSE,en,1,3,82,0,0,-2.95967E-06
Sideline Secrets,51202,[],1.136805,9/8/06,FALSE,en,2,4.8,96,0,0,-2.16498E-05
Best Friends,45840,"[35, 10749]",3.922324,12/17/82,FALSE,en,13,5.3,116,0,0,-3.67707E-05
The Legend of Bloody Jack,146380,[27],1.155336,2/27/07,FALSE,en,3,3.8,84,0,0,-3.18211E-05
Austin Powers: The Spy Who Shagged Me,817,"[12, 35, 80, 878]",12.211415,6/8/99,FALSE,en,1110,6.2,95,33000000,312016858,-4.78062E-05
Vogues of 1938,151914,[35],1.23084,8/18/37,FALSE,en,2,4.5,109,0,0,-0.000140749
Already Dead,14105,"[28, 80, 18, 9648, 53]",2.488096,12/11/07,FALSE,en,6,4.4,93,0,0,-1.87822E-05
Niki and Flo,105558,[18],1.613042,9/24/03,FALSE,ro,4,4.9,95,0,0,-3.17533E-05
Lisa and the Devil,5483,"[14, 27, 878]",2.012421,5/8/73,FALSE,en,24,6.2,92,1000000,0,-1.30868E-05
Slums of Beverly Hills,14662,"[35, 18]",4.199163,8/14/98,FALSE,en,48,6.5,91,5000000,0,-2.46505E-05
Awake,13483,"[53, 80, 9648]",7.89438,11/28/07,FALSE,en,432,6.3,84,86000000,14373825,-1.89898E-05
Origin: Spirits of the Past,14945,"[878, 12, 16, 18, 14, 10749, 28]",4.3827,1/7/06,FALSE,ja,44,6.6,95,0,0,-1.01701E-05
The Day Time Ended,57949,"[878, 53]",1.354713,11/1/80,FALSE,en,9,5.2,79,600000,0,1.82787E-05
Nightwish,69276,"[27, 878]",1.479377,12/5/89,FALSE,en,4,5.5,96,0,0,-2.24616E-05
Without You I'm Nothing,288852,[18],1.012918,11/24/08,FALSE,de,0,0,88,0,0,-1.2422E-05
The Merry Widow,53230,"[10749, 18]",1.7716,8/26/25,FALSE,en,6,6.5,137,592,1,-3.70541E-06
Murder by Numbers,11892,"[80, 18, 53]",6.532055,4/19/02,FALSE,en,293,6,120,50000000,56714147,-2.95511E-05
Europe '51,41464,[18],2.305123,8/28/52,FALSE,it,20,7.1,113,0,0,-5.09264E-06
Bronco Billy,21866,"[28, 35, 18, 10749, 37]",9.229173,6/11/80,FALSE,en,56,5.4,116,0,0,-3.38369E-05
Wild Side,26674,[28],2.817719,4/22/95,FALSE,en,14,6.1,111,0,0,-7.85622E-06
Eyes Behind the Stars,72090,[878],1.037985,2/21/78,FALSE,it,1,2,90,0,0,-1.1943E-05
Animal Farm,11848,"[16, 35, 18]",6.535368,12/29/54,FALSE,en,89,6.9,72,0,0,-2.26898E-05
Kill Me Later,35176,"[18, 28, 35, 53, 80, 10749]",1.971485,9/14/01,FALSE,en,8,6,89,0,0,-1.77966E-05
Esther Kahn,61578,"[18, 10769, 10749]",1.063395,10/4/00,FALSE,en,1,5,163,0,0,1.85318E-05
I Spit on Your Grave,43947,"[53, 80, 27]",13.61956,6/17/10,FALSE,en,573,6.3,108,2000000,572809,-9.51205E-06
Barenaked in America,15752,[99],1.054706,1/1/99,FALSE,en,1,1,0,0,0,-4.91079E-06
When Nietzsche Wept,19029,"[18, 10749]",2.087857,8/2/07,FALSE,en,13,6.4,105,0,0,-1.34671E-05
Two Harbors,272920,[],1.002353,1/1/05,FALSE,en,0,0,0,0,0,-2.02159E-06
The Bonesetter,246917,"[53, 27]",1.116141,7/15/04,FALSE,en,1,4,72,0,0,-2.25413E-05
Secrets & Lies,11159,[18],7.538128,5/24/96,FALSE,en,134,7.1,142,4500000,13417292,-4.00488E-05
Cinderella,150689,"[10749, 14, 10751, 18]",17.853442,3/12/15,FALSE,en,2580,6.7,105,95000000,543514353,-2.4977E-06
The Unseen,399611,"[28, 18, 27, 878]",1.931785,7/17/16,FALSE,en,0,0,110,0,0,-2.21785E-05
Side Sho,45101,[27],1.483934,8/1/07,FALSE,en,4,4.1,89,500000,0,-2.31624E-05
New Best Friend,44373,"[18, 53, 9648]",2.031691,4/12/02,FALSE,en,11,5,91,0,0,-3.78095E-05
Oblivion,75612,"[28, 878, 12, 9648]",11.8042,4/10/13,FALSE,en,5059,6.4,124,120000000,286168572,-3.41595E-05
Witchcraft X: Mistress of the Craft,203025,[27],1.691838,5/25/99,FALSE,en,3,1.3,90,15,0,-2.24444E-05
The Man in the White Suit,32568,"[35, 18]",4.55741,8/7/51,FALSE,en,42,6.9,85,0,0,-5.87724E-06
Consequence,42385,"[53, 28]",1.457236,7/11/03,FALSE,en,1,0,97,0,0,-4.11525E-05
Corvette Summer,27201,"[28, 12, 35]",3.344615,6/2/78,FALSE,en,18,5.4,105,0,15500000,-1.26237E-05
Sing Faster: The Stagehands' Ring Cycle,39935,[99],1.001396,1/1/99,FALSE,en,0,0,60,0,0,-8.95401E-06
Blood and Bone,22164,"[18, 28, 53]",7.493484,2/7/09,FALSE,en,136,6.6,93,3700000,0,-2.51515E-05
The Vampire Bat,43148,"[27, 53]",2.058688,1/21/33,FALSE,en,13,5.2,64,0,0,-5.55145E-06
Ghost Dog: The Way of the Samurai,4816,"[80, 18]",6.591438,9/13/99,FALSE,en,334,7.2,116,0,0,-1.0288E-05
Children of a Lesser God,1890,"[18, 10749]",4.796876,9/13/86,FALSE,en,76,6.9,119,0,31853080,-3.08457E-05
Superdome,264098,"[80, 18]",1.629571,1/9/78,FALSE,en,1,3,100,0,0,-3.95797E-05
Bartleby,53048,"[35, 18]",2.263595,3/10/01,FALSE,en,9,5.3,85,0,0,-1.68895E-05
Meet the Robinsons,1267,"[16, 35, 10751]",8.062878,3/23/07,FALSE,en,841,6.7,95,150000000,169332978,-1.52419E-05
Rush Hour 2,5175,"[28, 35, 80, 53]",8.772264,8/3/01,FALSE,en,1169,6.4,90,90000000,347325802,-2.85559E-05
Come Undone,27099,"[10749, 18]",3.412131,6/7/00,FALSE,fr,25,6.1,100,0,0,2.00074E-05
Sherrybaby,13075,[18],4.197485,9/8/06,FALSE,en,45,6.3,96,2000000,622806,-2.7491E-06
Rogue Male,418883,[],1.20229,,FALSE,en,1,10,0,0,0,7.05754E-06
Smithereens,94066,[18],1.106932,11/19/82,FALSE,en,3,6.7,89,0,0,-0.000159205
The Golden Child,10136,"[28, 12, 35]",7.466484,12/12/86,FALSE,en,323,5.6,94,25000000,79817939,-1.63434E-05
Aces High,44630,"[28, 18, 10752]",2.541252,5/19/76,FALSE,en,16,4.3,114,0,0,-1.23223E-05
Wrong Is Right,31661,"[35, 18]",2.315906,4/16/82,FALSE,en,12,5.8,117,0,0,-8.68916E-06
Cult of the Cobra,35911,[27],1.810178,5/30/55,FALSE,en,7,5.9,82,0,0,-2.00209E-05
Janie,213212,[27],1.182206,1/1/70,FALSE,en,1,5,65,0,0,-1.07464E-05
Inspector Gadget,332,"[28, 12, 35, 10751]",7.342369,7/23/99,FALSE,en,348,4.3,78,75000000,0,-3.30526E-05
Deviant Obsession,279935,[53],1.51794,6/8/02,FALSE,en,2,3.5,81,0,0,2.0885E-05
Searchers 2.0,57297,[35],1.00555,8/31/07,FALSE,en,0,0,96,0,0,-1.84104E-05
Up Against Them All,157366,[18],1.174608,1/1/04,FALSE,pt,3,5.7,95,0,0,-1.92985E-05
Hamlet,10264,"[18, 36]",8.931482,12/19/90,FALSE,en,104,6.7,130,0,20710451,3.57372E-06
2103: The Deadly Wake,214717,[878],1.759461,8/26/97,FALSE,en,2,4.5,100,0,0,-5.32511E-05
Grand Canyon,13697,[18],9.651398,12/25/91,FALSE,en,54,6.7,134,0,0,1.79136E-05
March or Die,25388,"[28, 12, 18, 10752]",3.000833,9/8/77,FALSE,en,18,5.9,107,0,0,-8.04486E-06
Superman and the Mole-Men,41800,"[18, 878, 28, 10751, 14]",3.241548,11/23/51,FALSE,en,11,5.8,58,275000,0,1.17945E-05
Three Days of the Condor,11963,[53],7.548183,9/24/75,FALSE,en,248,7.2,117,0,27476252,-6.45283E-06
The Naked Brothers Band: The Movie,160166,"[35, 10751]",1.792779,10/23/05,FALSE,en,4,4.8,83,900,0,-2.78192E-05
"Wait Till the Sun Shines, Nellie",279640,[18],1.197807,6/27/52,FALSE,en,1,7.5,108,0,0,2.82708E-06
Rapturious,28161,[27],1.224111,10/2/07,FALSE,,3,5.8,92,0,0,-2.9671E-05
The Soul of a Man,103475,"[99, 10402]",1.479195,5/16/03,FALSE,en,6,5.9,103,0,0,-1.01289E-05
Head Above Water,11103,"[35, 53]",3.413168,11/7/96,FALSE,en,39,5.8,92,0,0,-5.15869E-05
Look Both Ways,16151,"[18, 10749]",1.688395,3/3/05,FALSE,en,12,5.4,100,0,0,-1.32182E-05
Kissing on the Mouth,47440,"[18, 10749]",1.920658,1/1/05,FALSE,en,2,4.5,78,0,0,-1.66743E-05
Soylent Green,12101,"[9648, 878, 53]",6.21732,4/19/73,FALSE,en,323,6.8,97,0,3600000,-9.42435E-06
Bye Bye Birdie,36852,"[18, 10402]",2.062708,12/3/95,FALSE,en,7,4.7,131,0,0,1.59502E-05
Wilder Napalm,55950,"[14, 35, 878, 10749]",2.19373,8/20/93,FALSE,en,10,6.5,109,0,0,1.39992E-05
The Guardian,4643,"[28, 12, 18]",8.321034,9/28/06,FALSE,en,420,6.8,139,70000000,55011732,-1.29127E-05
Therese and Isabelle,54221,"[18, 10749]",1.1614,5/14/68,FALSE,en,3,6,118,0,0,2.76738E-05
Down on Us,100267,"[18, 10402]",1.037649,1/1/84,FALSE,en,1,2,117,0,0,-3.25618E-05
The Bride Came C.O.D.,29886,"[35, 10749]",1.621797,7/12/41,FALSE,en,8,7.8,92,0,0,-7.40708E-07
Ordinary Sinner,212058,"[10749, 18]",1.878716,10/21/01,FALSE,en,0,0,91,0,0,-1.67218E-05
Broken Sky,22093,"[18, 10749, 10769]",2.633578,2/14/06,FALSE,es,13,5,140,0,0,-1.74851E-05
Auntie Danielle,6444,"[35, 18]",3.062437,4/4/90,FALSE,fr,41,6.6,111,0,0,-1.40187E-05
Encrypt,22082,[878],2.30638,6/14/03,FALSE,en,5,4.4,101,0,0,-2.96421E-05
Not Like Us,290589,[27],1.09119,11/9/11,FALSE,en,1,8,0,0,0,-5.05603E-05
Another Fine Mess,50856,[35],2.128156,11/29/30,FALSE,en,15,7.3,28,0,0,-3.80633E-06
The Blob,9599,"[27, 878]",9.407336,8/5/88,FALSE,en,204,6.4,95,19000000,8247943,-1.63206E-05
Hellborn,51176,[27],1.507681,9/26/03,FALSE,en,5,2.7,90,0,0,-3.21182E-05
7 Dwarves: The Forest Is Not Enough,10036,[35],6.868927,10/25/06,FALSE,de,45,4.9,95,0,0,-3.25612E-05
The Sealed Room,20650,"[18, 27]",1.296302,9/2/09,FALSE,en,4,4.5,11,0,0,1.06419E-05
Switchback,10871,"[28, 12, 9648, 53]",7.80949,10/31/97,FALSE,en,56,5.8,118,37000000,6482195,-2.12167E-05
Doc Savage: The Man of Bronze,39554,[12],1.96973,6/1/75,FALSE,en,11,5.4,112,0,0,-2.37057E-05
Horror Island,109109,[27],1.661717,3/28/41,FALSE,en,5,5.5,60,0,0,-9.52562E-06
Homicide: The Movie,31006,"[18, 80]",2.560808,2/13/00,FALSE,en,4,3.9,89,0,0,-1.10694E-06
Grave Secrets: The Legacy of Hilltop Drive,70046,"[27, 53, 10770]",1.000001,3/2/92,FALSE,en,6,4.5,97,0,0,-3.30188E-05
The Maltese Falcon,963,"[9648, 80, 53]",7.34665,11/18/41,FALSE,en,472,7.8,100,375000,1000000,-4.7402E-06
Lage Raho Munna Bhai,21461,"[35, 18, 10749]",3.567612,1/1/06,FALSE,hi,49,7.6,144,0,0,-2.35511E-05
The Animal,11090,[35],8.204882,6/1/01,FALSE,en,329,4.6,84,22000000,84772742,-2.86188E-05
Circle of Deceit,65002,"[18, 10769]",2.139263,10/15/81,FALSE,de,5,5.9,108,0,0,-3.21682E-05
The Running Man,865,"[28, 878]",8.224018,11/13/87,FALSE,en,748,6.4,101,27000000,38122105,-1.56431E-05
Whiteout,22787,"[28, 80, 9648, 53]",9.90847,9/9/09,FALSE,en,240,5.4,101,40000000,12206028,-2.33263E-05
Willing to Kill: The Texas Cheerleader Story,413948,[],1.035294,11/8/92,FALSE,en,1,6,120,0,0,-2.8491E-05
Eden's Curve,168590,[],1.003804,4/18/03,FALSE,en,0,0,0,0,0,-1.76734E-05
Renaissance,9389,"[28, 16, 878]",7.174543,3/16/06,FALSE,fr,84,6.7,105,18000000,1831348,5.19096E-06
Gymkata,14570,"[28, 18]",2.20393,5/3/85,FALSE,en,16,4.8,90,8500000,5730596,-2.47777E-05
A Midsummer Night's Sex Comedy,8288,"[35, 10749]",6.972413,7/16/82,FALSE,en,96,6.5,88,0,0,-4.05151E-05
Gamera the Brave,60160,"[28, 12, 14, 27, 878]",1.476189,11/11/06,FALSE,ja,11,5.9,96,0,0,-6.68037E-06
The Hunchback,409100,"[35, 878]",2.56115,4/27/16,FALSE,en,2,7,30,0,0,-1.19973E-05
The Meteor Man,11244,"[14, 28, 35, 878, 10751]",3.865304,8/6/93,FALSE,en,33,4.6,100,30,0,-3.28328E-05
Crackerjack,14672,[35],1.992198,7/11/02,FALSE,en,3,7.3,92,0,0,-2.30042E-05
Rooty Toot Toot,103956,"[16, 80, 10402]",1.840651,11/15/51,FALSE,en,9,6.8,7,0,0,-3.62922E-06
Maniac Cop 3: Badge of Silence,50687,"[28, 12, 27]",7.628847,2/1/93,FALSE,en,21,5,85,0,0,-2.06911E-05
A Nightmare on Elm Street 3: Dream Warriors,10072,"[27, 53]",10.29536,2/27/87,FALSE,en,400,6.5,96,5000000,44793222,-1.46838E-05
Mojo,125082,[],1.654671,9/2/97,FALSE,en,2,6,90,0,0,-3.04229E-05
Lost Souls,10383,"[27, 53]",4.570518,10/13/00,FALSE,en,40,4.5,97,0,0,-2.64356E-05
Toys,11597,"[14, 35, 878]",5.577051,12/18/92,FALSE,en,179,5.1,118,0,23278931,-4.22144E-05
The Muppets Take Manhattan,11899,"[10749, 35, 10751]",6.329562,7/13/84,FALSE,en,104,6.5,94,8000000,0,-1.86294E-06
Heartland,49427,"[28, 18, 10749]",1.762181,9/22/79,FALSE,en,7,6.4,96,0,0,2.56816E-05
I Died a Thousand Times,28490,"[53, 18, 80]",3.019415,11/9/55,FALSE,en,7,6.7,109,0,0,1.61912E-05
Church Ball,55278,[35],1.701219,3/17/06,FALSE,en,4,3.8,91,1000000,464991,-2.83207E-05
Alibi,35789,"[35, 10749]",1.865987,2/13/08,FALSE,nl,9,4.7,86,2265840,0,7.86675E-06
Sympathy for the Devil,50789,"[99, 10402]",1.836045,11/30/68,FALSE,en,13,6.6,115,500000,0,-1.52248E-05
Stranger Than Fiction,1262,"[35, 18, 14, 10749]",8.121787,9/9/06,FALSE,en,786,7.1,113,30000000,53653224,-9.19206E-06
Scary Movie 2,4248,[35],10.578321,7/4/01,FALSE,en,1131,5.5,83,45000000,141220678,-3.13464E-05
Pakeezah,54966,"[10402, 18, 10749]",1.708907,9/10/72,FALSE,ur,5,7.2,146,0,0,3.63314E-05
Leonard Cohen: I'm Your Man,57406,[99],2.173243,9/11/06,FALSE,en,7,6.4,98,0,0,-1.25954E-05
Chori Chori Chupke Chupke,107548,"[10749, 18, 10769]",2.319671,3/9/01,FALSE,hi,18,5.5,155,0,0,1.06092E-05
Dead at the Box Office,239414,[27],1.094934,6/5/05,FALSE,en,1,1,85,0,0,-1.72338E-05
Undertow,16131,"[18, 53]",5.287017,5/14/04,FALSE,en,35,5.9,108,0,143597,-5.11155E-05
Forest of the Damned,28416,"[27, 10769]",1.764354,5/13/05,FALSE,en,6,2.5,83,0,0,-2.64204E-05
Deceiver,14583,"[9648, 80, 18, 53]",3.154662,8/31/97,FALSE,en,18,6.3,106,0,0,-3.84809E-05
The Big Parade,3060,"[18, 10749, 10752]",2.894134,11/5/25,FALSE,en,27,7.3,151,245000,22000000,-1.79899E-05
Brigadoon,18283,"[10402, 10749, 14]",3.283944,9/8/54,FALSE,en,34,6.8,108,0,0,-1.26739E-05
Otomo,288593,[18],1.095682,11/11/99,FALSE,de,1,5,85,0,0,-1.18017E-05
Thesis,9299,"[27, 53]",7.239632,4/11/96,FALSE,es,175,7.3,125,0,2647055,-5.77922E-06
Stones,48337,[],1.051075,1/1/00,FALSE,en,1,6,9,0,0,-9.69397E-06
Zombie Bloodbath 3: Zombie Armageddon,27879,[],1.110174,1/1/00,FALSE,en,1,5,90,0,0,-2.07766E-05
Air Buddies,9973,"[12, 35, 10751]",6.141322,12/12/06,FALSE,en,54,5.6,80,9000000,0,-1.81708E-05
The Ramrodder,95857,[],1.001488,1/1/69,FALSE,en,0,0,88,0,0,-8.6975E-06
David and Bathsheba,42567,"[18, 10749]",2.601312,8/10/51,FALSE,en,11,4.8,123,0,0,1.20771E-05
Riders to the Stars,96876,"[18, 878]",1.436449,1/14/54,FALSE,en,4,6.9,81,0,0,-2.54833E-05
10 Items or Less,2357,"[35, 18]",7.245501,9/11/06,FALSE,en,51,6.5,81,0,580527,-7.29451E-06
Blood on Her Hands,466003,[],1.000038,,FALSE,en,0,0,0,0,0,-1.58351E-05
No One Sleeps,95048,"[18, 10749, 9648]",1.154162,5/25/01,FALSE,en,3,4.5,108,0,0,-2.54848E-05
We're Back! A Dinosaur's Story,18890,"[16, 878, 10751]",6.838758,11/24/93,FALSE,en,119,5.7,72,0,9317021,6.53728E-06
Dog Bite Dog,14816,[28],2.842004,8/17/06,FALSE,cn,7,6.7,109,0,0,1.01251E-05
Winter Break,14427,"[35, 18]",2.160871,3/22/03,FALSE,en,9,3.6,92,0,0,-4.624E-05
Perfect Alibi,188804,"[80, 53, 9648, 18]",2.108437,9/4/95,FALSE,en,0,0,98,0,0,-2.22151E-05
Nightmare,40368,[27],3.562462,10/23/81,FALSE,en,29,5.6,97,0,0,-1.79779E-05
City of Joy,47821,[18],2.909109,4/15/92,FALSE,en,34,6.4,132,27000000,14683921,-1.00694E-05
Congorilla,157177,[99],1.001177,8/7/32,FALSE,en,0,0,0,0,0,-8.0636E-06
America's Sweethearts,11467,"[35, 10749]",7.517685,7/17/01,FALSE,en,272,5.5,102,0,0,-4.25371E-05
Diary of a Country Priest,43376,[18],3.952077,2/7/51,FALSE,fr,45,7.7,115,0,0,-1.10182E-05
Bubble,14788,"[18, 80, 9648]",3.182259,9/3/05,FALSE,en,38,6.4,73,1600000,0,-1.29866E-05
The Dirty Dozen: The Fatal Mission,36573,"[12, 10752, 28]",2.085458,2/14/88,FALSE,en,7,4.6,100,0,0,-2.45767E-05
Redline,16392,"[28, 18, 53]",4.220792,4/13/07,FALSE,en,48,4.5,95,26000000,0,-2.96108E-05
Forrest Gump,13,"[35, 18, 10749]",19.622654,7/6/94,FALSE,en,8767,8.3,142,55000000,677945399,-3.86214E-05
The Land That Time Forgot,27085,"[12, 14, 878]",4.079549,8/13/75,FALSE,en,37,5.7,90,1500000,0,-1.78357E-05
Rappin',84416,"[18, 10402, 10751]",1.108189,1/1/85,FALSE,en,1,2,92,0,0,-1.67133E-05
Crippled Creek,341841,[27],1.005046,10/28/05,FALSE,en,0,0,89,20000,0,-2.91976E-05
Her Cardboard Lover,97991,"[10749, 35]",1.046912,6/1/42,FALSE,en,1,5.5,93,0,0,-1.07393E-05
Rambo: First Blood Part II,1369,"[28, 12, 53, 10752]",10.545377,5/21/85,FALSE,en,944,6.3,96,44000000,300400432,-1.61882E-05
Raising Victor Vargas,25461,"[18, 10749]",7.627181,5/16/02,FALSE,en,17,7.7,88,800000,2816116,1.54074E-05
Where Are My Children?,148357,[18],1.617523,4/16/16,FALSE,en,4,6.5,62,0,0,-4.84538E-06
The Nude Vampire,22480,"[10769, 27, 878]",1.838316,5/1/70,FALSE,en,6,4.4,81,0,0,-1.8751E-05
The Hypothesis of the Stolen Painting,88034,"[18, 9648]",1.510009,4/4/78,FALSE,fr,10,7.4,66,0,0,-5.78898E-06
X-Men Origins: Wolverine,2080,"[12, 28, 53, 878]",2.078487,4/28/09,FALSE,en,4335,6.2,107,150000000,373062864,-8.79834E-06
Two Guys Talkin' About Girls,50277,"[35, 18, 10749]",1.117359,1/1/95,FALSE,en,1,3,88,0,0,-1.51159E-05
Tyson,8940,"[99, 18]",3.948607,5/16/08,FALSE,en,32,6.6,90,0,0,-1.37756E-05
Wild Tigers I Have Known,59995,[18],1.733334,7/12/06,FALSE,en,12,5.5,88,0,0,-1.80667E-05
The Announcement,97470,[99],1.271002,3/11/12,FALSE,en,5,5.8,90,0,0,-3.67063E-06
Human Resources,343509,"[53, 27]",1.163071,6/6/15,FALSE,en,2,2.3,74,0,0,-1.50238E-05
My Favorite Season,52873,[18],2.427469,5/14/93,FALSE,fr,4,6.4,127,0,0,-0.000691523
The Emperor's New Clothes,333346,[99],2.024726,4/24/15,FALSE,en,12,6.2,107,0,0,5.04586E-06
Prosperity,479307,[99],1.84641,10/1/17,FALSE,en,0,0,0,0,0,-5.45911E-06
Bolt,13053,"[16, 10751, 12, 35]",12.322169,11/21/08,FALSE,en,1913,6.3,98,150000000,309979994,-2.52139E-05
The Power of Kangwon Province,86266,"[18, 10749, 10769]",1.922298,4/4/98,FALSE,ko,7,7.9,110,0,0,1.59281E-05
The Mermaid Chair,72397,"[18, 10749]",1.154658,9/9/06,FALSE,en,4,5,88,0,0,-2.01642E-05
Bonhoeffer: Agent of Grace,106813,[18],1.076168,6/14/00,FALSE,en,2,7.5,88,0,0,3.13045E-05
Killer Workout,5752,[27],1.99507,4/16/87,FALSE,en,11,5.8,84,0,0,-1.98389E-05
The Necro Files,131995,"[35, 27]",1.737052,1/1/97,FALSE,fr,4,3.3,72,0,0,-3.22966E-05
Soldier Blue,14384,"[28, 18, 10749, 37]",4.272645,8/12/70,FALSE,en,43,7,112,0,0,-3.30568E-05
Rabbit Test,102841,[35],1.579643,4/9/78,FALSE,en,3,3.7,84,0,0,-3.62974E-05
My Girl 2,11317,"[35, 18, 10751, 10749]",5.484671,2/11/94,FALSE,en,116,5.5,99,0,0,-4.04474E-05
Mean Frank and Crazy Tony,90094,"[80, 35]",1.062332,11/23/73,FALSE,fr,0,0,85,0,0,6.8898E-06
Dead & Buried,24274,"[27, 9648]",4.351878,5/29/81,FALSE,en,57,6.1,94,3000000,216166,-1.43016E-05
Out of Sight,1389,"[10749, 35, 80]",7.620994,6/26/98,FALSE,en,356,6.5,123,48000000,77745568,7.9846E-07
Virginia City,17836,"[28, 37]",1.606187,3/23/40,FALSE,en,6,5.6,121,0,0,-6.36746E-06
Faithful,47502,"[35, 80, 18]",2.270849,4/3/96,FALSE,en,4,4.8,91,13000000,9789900,-1.04255E-05
Tigerland,10687,"[18, 10752]",5.656707,9/22/00,FALSE,en,165,6.7,101,10000000,0,1.76107E-05
Second to Die,224197,[53],1.398703,9/27/02,FALSE,en,1,2,89,0,0,3.01077E-06
A Cry in the Wild,25373,"[18, 10751]",2.057426,6/1/90,FALSE,en,6,6.7,82,0,1,-1.69172E-05
A Perfect Son,294878,[],1.051059,11/8/00,FALSE,en,1,7,0,0,0,-1.02922E-05
Pandemonium,84784,"[35, 27, 9648]",1.454843,4/1/82,FALSE,en,3,4.3,82,0,0,-5.09025E-05
Seven Women for Satan,30458,[27],1.191128,1/1/76,FALSE,en,2,3,82,0,0,-9.42209E-06
Bleed,388243,"[27, 53]",3.051058,3/25/16,FALSE,en,17,4.3,82,550000,0,-2.67703E-05
Running Out of Time 2,45303,"[53, 28, 80]",2.270651,12/27/01,FALSE,cn,15,5.6,95,0,0,-1.74062E-05
Corky Romano,17708,"[28, 35, 80]",5.305229,10/12/01,FALSE,en,57,4.1,86,11000000,23978402,-3.85963E-05
Ginger Snaps Back: The Beginning,12583,"[18, 27]",4.670821,7/10/04,FALSE,en,58,5.9,94,0,0,-1.43042E-05
3 Ninjas,16314,"[28, 12, 35, 10751]",6.444652,8/7/92,FALSE,en,109,5.5,84,0,0,-5.61836E-05
The Sentinel,5820,"[28, 53, 80]",7.754653,4/19/06,FALSE,en,237,5.8,108,60000000,77920346,9.48372E-06
Brigham Young,56152,"[36, 10749, 37]",1.843737,9/27/40,FALSE,en,6,3.5,114,0,0,1.54442E-05
Dead Letter Office,137612,"[35, 10749, 10769]",1.007547,8/20/98,FALSE,en,0,0,95,0,0,-1.45297E-05
Revenge,14249,"[10749, 53]",5.542133,2/16/90,FALSE,en,92,6,123,0,15645616,-1.61813E-05
Lurking Terror,329549,[],1.002353,5/23/02,FALSE,en,0,0,86,0,0,-4.18605E-06
Get on the Bus,49471,[18],1.808689,10/16/96,FALSE,en,11,7,120,2400000,5731103,-1.09946E-05
Czech Dream,33916,"[80, 99]",1.507158,3/30/04,FALSE,cs,10,6.8,90,0,17393,-7.95323E-06
