The Secret Lives of Dentists,26195,[18],2.086368,2002-09-09,False,en,6,6.8,104,0,0,0
Cowards Bend the Knee,17595,"[18, 10749]",1.322567,2003-01-01,False,en,4,7.8,64,0,0,0.48945
The Night Brings Charlie,222900,[27],1.398669,1990-08-08,False,en,3,5.2,75,0,0,0.005599999999999994
A Chinese Ghost Story,30421,"[14, 28]",6.609107,1987-07-18,False,cn,62,7.2,98,0,0,0.17820000000000003
The Prodigy,20270,"[28, 18, 10751, 9648, 53]",1.835176,2005-01-01,False,en,1,6.0,120,0,0,0.3238
Nothing,10981,"[35, 14, 878]",3.981796,2003-09-09,False,en,38,5.8,90,0,0,0.09147586206896552
Russian Terminator,86223,[28],1.10719,1989-12-12,False,en,2,6.5,87,0,0,-0.252675
The Golden Arrow,176259,"[10751, 35]",1.144794,1936-05-23,False,en,3,5.7,68,0,0,0
The Advanced Guard,78371,"[878, 53]",2.086336,1998-03-21,False,en,7,2.4,91,0,0,-0.877
Spanish Judges,141319,"[80, 18]",1.910192,2000-10-16,False,en,2,5.5,94,3500000,0,0.47975
Gung Ho,13698,"[35, 18]",5.346699,1986-03-13,False,en,50,6.2,111,0,36611610,0.10317368421052632
Hell's Threshold,202962,[],1.000006,,False,en,0,0.0,76,0,0,0
Chillers,97971,[27],1.098584,1987-01-01,False,en,2,3.5,91,250000,0,-0.2376
In the Good Old Summertime,25698,"[35, 10402, 10749]",1.456864,1949-07-29,False,en,10,6.7,102,3400000,0,0
Mysterious Planet,363406,[],1.00057,1982-01-01,False,en,0,0.0,71,0,0,0
Twenty Minutes of Love,53375,[35],1.972442,1914-04-20,False,en,11,5.9,20,0,0,0
The Last Station,36811,"[18, 10749]",5.968739,2009-09-04,False,en,64,6.7,112,0,0,0
Gammera the Invincible,35616,"[27, 878]",2.120733,1966-12-15,False,en,7,5.4,86,0,0,-0.03456666666666667
Checkout,62101,"[35, 10749]",1.002357,2002-08-02,False,en,0,0.0,100,0,0,0
G.I. Jane,4421,"[28, 18]",7.65784,1997-08-22,False,en,430,6.0,125,50000000,48169156,-0.0923
Man on Fire,9509,"[28, 18, 53, 80]",9.562333,2004-04-23,False,en,1664,7.3,146,70000000,130293714,0
Dollman,68773,"[28, 35, 80, 878]",2.549128,1991-11-27,False,en,17,5.3,82,0,0,0
Don't Drink the Water,10462,[35],1.784754,1994-12-18,False,en,16,4.9,92,0,0,0
Trailer for a Remake of Gore Vidal's Caligula,308783,"[35, 18]",1.881146,2005-06-15,False,en,4,7.0,6,120000,0,0
Psychos in Love,48789,"[35, 27]",1.274696,1987-05-01,False,en,6,6.0,88,75000,0,0
The Great Ecstasy of Robert Carmichael,44986,"[80, 18]",1.832169,2005-08-14,False,en,7,5.5,96,0,0,0.060366666666666666
Deewana,45001,"[28, 35, 80, 18, 10749]",1.682441,1992-06-25,False,hi,11,7.0,185,0,12000000,0.216
The Barefoot Executive,20173,"[35, 10751]",2.509476,1971-03-17,False,en,11,5.1,96,0,0,0
Flying Saucer Daffy,117385,[35],1.002818,1958-10-09,False,en,0,0.0,17,0,0,0
Party 7,31140,"[28, 35, 10769]",1.843335,2000-09-27,False,ja,6,5.4,104,0,0,0
Demonicus,43081,"[14, 27, 878]",1.156975,2001-07-24,False,en,2,5.3,72,0,0,0.14250833333333335
A Thief in the Night,144662,"[27, 18, 14]",1.296638,1972-01-09,False,en,2,6.0,69,60,0,0.19320666666666667
Almost Golden: The Jessica Savitch Story,117399,[],1.001249,1995-09-04,False,en,0,0.0,0,0,0,0
While the Patient Slept,156970,[9648],1.004829,1935-03-09,False,en,0,0.0,66,0,0,0
There's Good Boos To-Night,188384,[],1.072222,1948-04-22,False,en,2,3.0,7,0,0,0.16598333333333334
Suicide Fleet,214677,"[10752, 35, 18]",1.012356,1931-11-30,False,en,0,0.0,87,0,0,0.248625
Yentl,10269,"[10402, 18, 10749]",4.327411,1983-11-18,False,en,56,6.2,132,12000000,30400000,-0.0851
"New York, I Love You",12572,"[35, 18, 10749]",7.024174,2008-09-06,False,en,183,5.8,103,14700000,8049666,0.07073
Tail Gunner Joe,266135,"[10770, 18]",1.284816,1977-02-06,False,en,1,5.0,145,0,0,-0.6598666666666667
Dark Floors,14145,"[14, 27]",3.854938,2008-02-06,False,en,52,4.7,85,4300000,0,-0.11585294117647059
Doubt,14359,"[18, 9648]",7.568715,2008-11-27,False,en,482,7.1,104,20000000,50907234,0
Major Payne,11008,"[12, 35, 10751]",6.682718,1995-03-24,False,en,176,6.0,95,0,0,0
Pray for the Wildcats,86204,"[18, 10770]",1.001233,1974-01-23,False,en,0,0.0,100,0,0,0
The House That Screamed,146165,[],1.002454,2000-04-11,False,en,0,0.0,70,0,0,0.19026
The Colossus of New York,56767,"[27, 878]",1.334135,1958-06-26,False,en,8,4.8,70,0,0,-0.0322
The Last Hunt,127564,[37],1.683232,1956-04-30,False,en,5,6.4,108,0,0,0.16240555555555555
Eye of the Needle,10863,"[28, 18, 10749, 53]",4.157178,1981-07-24,False,en,49,6.4,112,0,18000000,0
Provocateur,165550,"[53, 28, 18]",1.199853,1998-05-19,False,en,1,3.0,103,0,0,0
This House Possessed,109120,[27],1.548594,1981-02-06,False,en,3,5.3,96,0,0,0
Evil Breed: The Legend of Samhain,39923,"[27, 35]",1.534935,2002-01-01,False,en,6,4.2,78,0,0,-0.052256521739130445
It Should Happen to You,20127,"[35, 18, 10749]",2.167657,1954-01-18,False,en,8,7.6,86,0,0,0
Pharaoh's Curse,98116,[27],1.338386,1957-02-01,False,en,6,4.4,66,0,0,0.15015
Oliver!,17917,"[18, 10751, 10402]",9.934193,1968-09-26,False,en,112,7.0,153,10000000,37402877,0.17080769230769233
A Cry in the Dark,35119,[18],3.848367,1988-11-11,False,en,50,6.5,120,15000000,6908797,0
Suzy,52358,[18],1.795435,1936-07-20,False,en,6,5.5,93,0,0,0
Sleepaway Camp II: Unhappy Campers,34311,"[27, 35]",4.052188,1988-10-31,False,en,57,5.9,80,0,0,-0.1077909090909091
Iceman,467546,"[12, 18]",11.053919,2017-11-30,False,de,0,0.0,96,0,0,0
Last Exit to Brooklyn,12774,[18],3.44378,1989-10-11,False,en,28,6.2,102,0,0,-0.5357
Beyond the Gates,397981,"[12, 27]",6.531898,2016-06-02,False,en,62,5.0,84,0,0,0.10115
Adam Had Four Sons,106406,[10749],1.601672,1941-03-27,False,en,4,6.1,81,0,0,-0.059175000000000005
The Far Country,18721,"[18, 10749, 37]",6.540824,1955-02-12,False,en,25,6.5,97,0,0,0.04974999999999999
Journey Back to Oz,187542,"[16, 10402, 10751, 14]",1.548674,1974-12-05,False,en,7,4.6,88,0,0,0
Intermission,16941,"[10749, 28, 35, 80, 9648, 18]",6.458476,2003-08-29,False,en,52,6.4,105,5000000,4856298,-0.1324
Alive,7305,"[28, 12, 18, 53]",7.210233,1993-01-15,False,en,412,6.7,120,32000000,36733909,0.16592
Laughing Sinners,97327,"[18, 10749]",1.382049,1931-05-31,False,en,3,3.3,72,0,0,0
Trio,262097,"[35, 80]",1.35693,1997-05-24,False,ko,2,4.0,102,0,0,0.19338
Red Eye,11460,"[27, 53]",6.991706,2005-08-04,False,en,512,6.2,85,26000000,57891803,-0.309
The Last Chase,35453,"[28, 12, 878]",1.67075,1981-04-01,False,en,7,3.9,101,0,0,-0.03575999999999999
Monkey Grip,78087,[18],1.138669,1982-06-17,False,en,1,5.0,99,0,0,0
Drawing Blood,111753,[27],1.433403,1999-01-01,False,en,3,4.5,90,0,0,0.0020000000000000018
The Dukes of Hazzard,6519,"[28, 12, 35]",11.685344,2005-08-05,False,en,348,5.1,104,50000000,110803676,-0.13376153846153846
"Jane Doe: Now You See It, Now You Don't",68676,[9648],2.380413,2005-02-18,False,en,2,6.0,89,0,0,0
Kinjite: Forbidden Subjects,59201,"[28, 18, 53]",2.560286,1989-02-03,False,en,13,4.5,97,0,0,-0.13855
Dark Honeymoon,16207,"[27, 9648, 53]",1.392627,2008-07-22,False,en,4,4.8,0,0,0,-0.17348
"Our Son, the Matchmaker",224787,[],1.060732,1996-05-08,False,en,0,0.0,95,0,0,0
Chungking Express,11104,"[18, 35, 10749]",7.301004,1994-07-14,False,cn,265,7.9,102,0,0,0.05958888888888893
