,Unnamed: 0, revenue,Adult,Genre ID,IMDB ID,Movie,Popularity,Release date,original language,run budget,run time,vote average,vote_count,sentiment_score,NB_sent_score
202,202,38629478,False,"[80, 9648, 53]",3093,Basic Instinct 2,7.543018,3/29/2006,en,70000000,114,4.6,193,0.137668182,0.607126
203,203,174999005,False,"[18, 80, 53]",7442,Sleeping with the Enemy,8.645425,2/8/1991,en,19000000,99,6.2,254,-0.1802,-1.33972
204,204,6754898,False,"[18, 35]",7510,Running with Scissors,5.17328,10/27/2006,en,12000000,116,5.8,83,-0.088,-1.75911
205,205,53587404,False,"[14, 18, 27, 28, 53, 878]",10253,Dragon Wars: D-War,6.026141,2/8/2007,ko,70000000,90,4.0,106,0.130857143,0.0814098
206,206,9801375,False,"[18, 10749]",1791,The Piano Teacher,7.252297,5/14/2001,fr,3000000,131,7.2,210,0.1051125,-1.2756299999999998
207,207,14418922,False,"[35, 27, 878]",18462,Night of the Comet,5.869497,11/16/1984,en,3000000,95,6.1,98,-0.241475,-3.4595800000000003
208,208,150270147,False,"[28, 12, 18, 53]",9208,Broken Arrow,7.69462,2/9/1996,en,50000000,108,5.7,474,0.0,-1.24879
209,209,152500343,False,"[35, 18, 10749]",392,Chocolat,8.141895,12/14/2000,en,25000000,121,6.8,1057,0.374,2.04088
210,210,34710627,False,"[18, 10749]",38684,Jane Eyre,6.145302,3/11/2011,en,0,120,7.0,469,-0.147123077,-0.686429
211,211,66002004,False,"[35, 10751, 12, 14, 10749]",11451,Herbie Fully Loaded,8.35774,6/22/2005,en,50000000,101,5.1,607,-0.229257143,-1.49974
212,212,6413915,False,"[35, 10749]",20009,Slackers,8.857715,2/1/2002,en,14000000,86,5.4,61,-0.057488235,-3.12174
213,213,4500000,False,"[18, 35, 10402, 10749]",2769,An American in Paris,9.844808,8/8/1951,en,2723903,113,6.9,140,0.191364,2.7145900000000003
214,214,14134877,False,"[28, 12, 35, 18, 53]",21871,Tank,3.020277,3/16/1984,en,0,113,5.8,23,0.0,-4.40842
215,215,48451803,False,[18],334,Magnolia,8.696982,12/8/1999,en,37000000,188,7.5,916,-0.199076923,-1.8955099999999998
216,216,6455530,False,"[14, 16, 10751]",10150,The Last Unicorn,7.51276,11/19/1982,en,0,92,6.9,125,0.0,-2.0171200000000002
217,217,44017374,False,"[27, 53]",694,The Shining,28.248754,5/22/1980,en,19000000,144,8.1,4344,-0.2408,-1.7703
218,218,91196419,False,"[18, 27, 53]",11804,White Noise,10.79153,1/7/2005,en,10000000,101,5.5,282,-0.113930769,-1.7806099999999998
219,219,1845034188,False,"[18, 10749, 53]",597,Titanic,28.549703,11/18/1997,en,200000000,194,7.6,8385,0.222036364,0.8020109999999999
220,220,31596911,False,[12],11780,Rob Roy,10.13323,4/13/1995,en,28000000,139,6.5,165,-0.08325,-1.4190399999999999
221,221,4400000,False,"[18, 53]",32020,Foxes,3.937096,2/29/1980,en,0,106,5.6,25,0.20538125,2.56853
222,222,13276953,False,"[80, 35]",16723,Sugar & Spice,5.162364,1/24/2001,en,11000000,81,5.8,64,-0.0488,-6.27811
223,223,1051948,False,"[35, 10749]",21055,All Over the Guy,3.019332,3/7/2001,en,0,95,5.7,25,0.3036,-1.4922600000000001
224,224,120620,False,"[18, 35, 10402]",12109,It's All Gone Pete Tong,3.922852,9/12/2004,en,2000000,90,7.1,55,0.0,-1.07943
225,225,15691192,False,"[35, 18]",9586,The Bonfire of the Vanities,8.594463,12/21/1990,en,47000000,125,5.3,121,0.063355556,-1.5762
226,226,96455697,False,"[35, 14, 10749]",10096,13 Going on 30,8.345456,4/13/2004,en,37000000,98,6.2,1346,0.0,-1.93783
227,227,113086475,False,[35],12153,White Chicks,7.091523,6/23/2004,en,37000000,109,6.4,763,0.0,-3.26816
228,228,48814909,False,[18],11978,Men of Honor,8.448912,9/13/2000,en,82343495,129,7.0,588,0.0,-0.282571
229,229,3713768,False,"[12, 16, 18]",11837,Watership Down,5.574031,10/14/1978,en,1000000,88,7.3,180,-0.19362,-1.58536
230,230,484572835,False,"[14, 35]",310,Bruce Almighty,9.867555,5/23/2003,en,80000000,101,6.5,3404,0.181369231,1.32723
231,231,15785148,False,"[28, 35, 80, 9648]",5236,Kiss Kiss Bang Bang,9.765731,9/5/2005,en,15000000,103,7.2,954,0.9761,-1.07148
232,232,22231658,False,"[35, 18, 10749]",3573,Emma,5.703418,8/2/1996,en,6000000,121,6.7,165,0.1601875,-1.9006
233,233,343786,False,"[35, 18]",25447,Tapeheads,7.462659,10/21/1988,en,0,93,5.4,17,0.0,-2.03798
234,234,183018522,False,"[12, 14, 18, 35, 878, 10751]",62764,Mirror Mirror,9.536227,3/15/2012,en,85000000,106,5.6,1225,0.0,-1.92508
235,235,29762011,False,"[12, 14, 28, 35, 878]",9824,Mystery Men,6.024557,8/6/1999,en,68000000,121,5.7,261,0.162055172,1.05703
236,236,60896147,False,"[14, 18, 28, 35, 80, 878]",4474,My Super Ex-Girlfriend,5.920199,6/20/2006,en,0,95,4.8,483,0.130814286,0.858454
237,237,42000000,False,"[18, 53, 10752]",12162,The Hurt Locker,9.634247,10/10/2008,en,15000000,131,7.2,1996,-0.034028571,-1.55233
238,238,19740070,False,[35],18913,Betsy's Wedding,2.520806,6/22/1990,en,0,94,5.3,12,0.0,-3.42239
239,239,28283637,False,"[28, 12, 35, 10751, 14, 878]",14623,Thunderbirds,5.854446,7/23/2004,en,57000000,95,4.3,98,-0.01153,-0.369195
240,240,852872,False,"[18, 10749]",7870,Down in the Valley,4.712188,5/13/2005,en,8000000,112,6.0,68,0.1874625,-1.42939
241,241,6797218,False,"[27, 10402]",25438,Trick or Treat,4.018731,10/24/1986,en,0,98,5.5,42,0.0,-1.54415
242,242,7800000,False,"[10402, 35, 18, 10749]",39095,Mungaru Male,1.215599,12/15/2006,kn,330000,143,7.3,6,0.0,-0.968377
243,243,391081192,False,"[12, 14, 28, 878]",1452,Superman Returns,10.234001,6/28/2006,en,270000000,154,5.4,1520,-0.29941875,-1.42129
244,244,162242962,False,"[18, 36, 10749]",1904,Memoirs of a Geisha,7.781877,12/6/2005,en,85000000,145,7.3,717,0.059258333,-1.18533
245,245,56505065,False,"[28, 12, 18, 36, 37]",11969,Tombstone,8.732705,12/25/1993,en,25000000,130,7.4,663,0.7476,-1.17648
246,246,358574,False,"[12, 18, 36, 10752]",12701,Revolution,3.935995,12/25/1985,en,28000000,126,5.2,23,-0.1163625,-1.59047
247,247,90753806,False,"[35, 18]",10158,White Men Can't Jump,6.495735,3/26/1992,en,0,115,6.3,321,0.323066667,-1.31857
248,248,442824138,False,"[28, 18, 9648, 53]",2503,The Bourne Ultimatum,13.437615,8/3/2007,en,70000000,115,7.3,3063,-0.231533333,-0.614025
249,249,93974620,False,"[18, 53]",231,Syriana,9.115641,11/23/2005,en,50000000,128,6.3,484,0.039064286,-1.82896
250,250,22231658,False,"[35, 18, 10749]",3573,Emma,5.703418,8/2/1996,en,6000000,121,6.7,165,0.1601875,-1.9006
251,251,500000,False,[18],14794,If....,7.080233,12/19/1968,en,0,111,7.1,89,-0.021628571,-0.47392
252,252,299792,False,"[35, 10402, 10749]",51333,Love's Labour's Lost,4.691374,3/31/2000,en,13000000,93,5.4,15,-0.124671429,-0.751529
253,253,312016858,False,"[12, 35, 80, 878]",817,Austin Powers: The Spy Who Shagged Me,12.211415,6/8/1999,en,33000000,95,6.2,1110,-0.304833333,-4.78062
254,254,14373825,False,"[53, 80, 9648]",13483,Awake,7.89438,11/28/2007,en,86000000,84,6.3,432,-0.304877778,-1.89898
255,255,56714147,False,"[80, 18, 53]",11892,Murder by Numbers,6.532055,4/19/2002,en,50000000,120,6.0,293,0.00879478,-2.95511
256,256,572809,False,"[53, 80, 27]",43947,I Spit on Your Grave,13.61956,6/17/2010,en,2000000,108,6.3,573,0.0,-0.951205
257,257,13417292,False,[18],11159,Secrets & Lies,7.538128,5/24/1996,en,4500000,142,7.1,134,0.0,-4.00488
258,258,543514353,False,"[10749, 14, 10751, 18]",150689,Cinderella,17.853442,3/12/2015,en,95000000,105,6.7,2580,0.0,-0.24977
259,259,286168572,False,"[28, 878, 12, 9648]",75612,Oblivion,11.8042,4/10/2013,en,120000000,124,6.4,5059,-0.3076,-3.41595
260,260,15500000,False,"[28, 12, 35]",27201,Corvette Summer,3.344615,6/2/1978,en,0,105,5.4,18,-0.00642,-1.26237
261,261,31853080,False,"[18, 10749]",1890,Children of a Lesser God,4.796876,9/13/1986,en,0,119,6.9,76,-0.2478,-3.0845700000000003
262,262,169332978,False,"[16, 35, 10751]",1267,Meet the Robinsons,8.062878,3/23/2007,en,150000000,95,6.7,841,-0.080333333,-1.52419
263,263,347325802,False,"[28, 35, 80, 53]",5175,Rush Hour 2,8.772264,8/3/2001,en,90000000,90,6.4,1169,0.0,-2.8555900000000003
264,264,622806,False,[18],13075,Sherrybaby,4.197485,9/8/2006,en,2000000,96,6.3,45,0.0,-0.27491
265,265,79817939,False,"[28, 12, 35]",10136,The Golden Child,7.466484,12/12/1986,en,25000000,94,5.6,323,0.2396,-1.63434
266,266,20710451,False,"[18, 36]",10264,Hamlet,8.931482,12/19/1990,en,0,130,6.7,104,-0.075080357,0.35737199999999997
267,267,27476252,False,[53],11963,Three Days of the Condor,7.548183,9/24/1975,en,0,117,7.2,248,0.0,-0.6452829999999999
268,268,3600000,False,"[9648, 878, 53]",12101,Soylent Green,6.21732,4/19/1973,en,0,97,6.8,323,0.0,-0.942435
269,269,55011732,False,"[28, 12, 18]",4643,The Guardian,8.321034,9/28/2006,en,70000000,139,6.8,420,0.104985714,-1.2912700000000001
270,270,8247943,False,"[27, 878]",9599,The Blob,9.407336,8/5/1988,en,19000000,95,6.4,204,0.0,-1.63206
271,271,6482195,False,"[28, 12, 9648, 53]",10871,Switchback,7.80949,10/31/1997,en,37000000,118,5.8,56,0.0,-2.12167
272,272,1000000,False,"[9648, 80, 53]",963,The Maltese Falcon,7.34665,11/18/1941,en,375000,100,7.8,472,0.0,-0.47402
273,273,84772742,False,[35],11090,The Animal,8.204882,6/1/2001,en,22000000,84,4.6,329,0.138746154,-2.8618799999999998
274,274,38122105,False,"[28, 878]",865,The Running Man,8.224018,11/13/1987,en,27000000,101,6.4,748,0.056983333,-1.56431
275,275,12206028,False,"[28, 80, 9648, 53]",22787,Whiteout,9.90847,9/9/2009,en,40000000,101,5.4,240,-0.1502,-2.33263
276,276,1831348,False,"[28, 16, 878]",9389,Renaissance,7.174543,3/16/2006,fr,18000000,105,6.7,84,0.0,0.519096
277,277,5730596,False,"[28, 18]",14570,Gymkata,2.20393,5/3/1985,en,8500000,90,4.8,16,-0.007823529,-2.47777
278,278,44793222,False,"[27, 53]",10072,A Nightmare on Elm Street 3: Dream Warriors,10.29536,2/27/1987,en,5000000,96,6.5,400,0.0,-1.46838
279,279,23278931,False,"[14, 35, 878]",11597,Toys,5.577051,12/18/1992,en,0,118,5.1,179,0.1086,-4.22144
280,280,464991,False,[35],55278,Church Ball,1.701219,3/17/2006,en,1000000,91,3.8,4,-0.1548,-2.83207
281,281,53653224,False,"[35, 18, 14, 10749]",1262,Stranger Than Fiction,8.121787,9/9/2006,en,30000000,113,7.1,786,0.0,-0.919206
282,282,141220678,False,[35],4248,Scary Movie 2,10.578321,7/4/2001,en,45000000,83,5.5,1131,0.268263636,-3.13464
283,283,143597,False,"[18, 53]",16131,Undertow,5.287017,5/14/2004,en,0,108,5.9,35,0.14635,-5.11155
284,284,22000000,False,"[18, 10749, 10752]",3060,The Big Parade,2.894134,11/5/1925,en,245000,151,7.3,27,0.0,-1.79899
285,285,2647055,False,"[27, 53]",9299,Thesis,7.239632,4/11/1996,es,0,125,7.3,175,-0.43065,-0.577922
286,286,580527,False,"[35, 18]",2357,10 Items or Less,7.245501,9/11/2006,en,0,81,6.5,51,0.239214286,-0.7294510000000001
287,287,9317021,False,"[16, 878, 10751]",18890,We're Back! A Dinosaur's Story,6.838758,11/24/1993,en,0,72,5.7,119,0.2461125,0.653728
288,288,14683921,False,[18],47821,City of Joy,2.909109,4/15/1992,en,27000000,132,6.4,34,0.0,-1.00694
289,289,677945399,False,"[35, 18, 10749]",13,Forrest Gump,19.622654,7/6/1994,en,55000000,142,8.3,8767,0.281833333,-3.86214
290,290,300400432,False,"[28, 12, 53, 10752]",1369,Rambo: First Blood Part II,10.545377,5/21/1985,en,44000000,96,6.3,944,-0.0802,-1.6188200000000001
291,291,2816116,False,"[18, 10749]",25461,Raising Victor Vargas,7.627181,5/16/2002,en,800000,88,7.7,17,0.264166667,1.54074
292,292,373062864,False,"[12, 28, 53, 878]",2080,X-Men Origins: Wolverine,2.078487,4/28/2009,en,150000000,107,6.2,4335,0.0,-0.879834
293,293,309979994,False,"[16, 10751, 12, 35]",13053,Bolt,12.322169,11/21/2008,en,150000000,98,6.3,1913,-0.9624,-2.5213900000000002
294,294,216166,False,"[27, 9648]",24274,Dead & Buried,4.351878,5/29/1981,en,3000000,94,6.1,57,-0.9686,-1.43016
295,295,77745568,False,"[10749, 35, 80]",1389,Out of Sight,7.620994,6/26/1998,en,48000000,123,6.5,356,0.0,0.079846
296,296,9789900,False,"[35, 80, 18]",47502,Faithful,2.270849,4/3/1996,en,13000000,91,4.8,4,-0.4961,-1.04255
297,297,23978402,False,"[28, 35, 80]",17708,Corky Romano,5.305229,10/12/2001,en,11000000,86,4.1,57,-0.046478571,-3.85963
298,298,77920346,False,"[28, 53, 80]",5820,The Sentinel,7.754653,4/19/2006,en,60000000,108,5.8,237,0.191453333,0.9483719999999999
299,299,15645616,False,"[10749, 53]",14249,Revenge,5.542133,2/16/1990,en,0,123,6.0,92,-0.165383333,-1.6181299999999998
300,300,5731103,False,[18],49471,Get on the Bus,1.808689,10/16/1996,en,2400000,120,7.0,11,-0.481,-1.09946
301,301,17393,False,"[80, 99]",33916,Czech Dream,1.507158,3/30/2004,cs,0,90,6.8,10,0.0,-0.795323
302,302,7027290,False,[35],14013,BASEketball,8.370546,7/28/1998,en,0,103,5.9,161,-0.27335,-0.572805
303,303,2626800,False,"[80, 27, 53]",14125,Captivity,9.172897,3/9/2007,en,17000000,96,4.4,142,0.0,-2.5164400000000002
304,304,1281176,False,"[35, 18]",55123,Tumbleweeds,1.960448,11/28/1999,en,312000,102,6.2,11,0.19732,-1.53626
305,305,346594,False,"[18, 14]",44638,The Tempest,2.903024,12/10/2010,en,20000000,110,6.0,31,0.39225,-1.1684299999999999
306,306,5802422,False,"[28, 18, 27, 878, 53]",25769,Carriers,7.115038,9/4/2009,en,0,84,5.8,310,0.0,-1.4567
307,307,11400000,False,"[35, 18, 10749]",15363,Something New,5.0352,1/29/2006,en,0,99,6.3,54,0.0,-1.34425
308,308,165615285,False,"[80, 18, 53]",819,Sleepers,9.454585,10/18/1996,en,44000000,147,7.3,796,-0.9977,-1.9426599999999998
309,309,20710451,False,"[18, 36]",10264,Hamlet,8.931482,12/19/1990,en,0,130,6.7,104,-0.075080357,0.35737199999999997
310,310,2585639,False,"[80, 18, 9648, 53]",26719,House of Games,5.854592,10/11/1987,en,0,102,7.0,89,0.15375,2.44925
311,311,22886222,False,"[18, 53]",4916,Guilty as Sin,2.578738,6/4/1993,en,0,107,5.8,25,-0.4711,-1.45407
312,312,18994653,False,"[28, 18, 53]",9545,Sniper,6.943533,1/29/1993,en,0,98,5.9,114,-0.1819,-4.82976
313,313,26657534,False,"[10749, 35, 80, 18]",2075,Prizzi's Honor,6.417917,6/14/1985,en,0,124,6.6,84,-0.1032,-1.38519
314,314,3650000,False,"[10752, 28, 12, 18, 10749, 53]",22584,To Have and Have Not,8.469086,10/11/1944,en,0,100,7.6,119,0.0,-0.599317
315,315,63833449,False,[35],8780,Baby Mama,8.421967,4/23/2008,en,30000000,99,5.8,217,0.114766667,-1.28357
316,316,60000,False,[18],473191,A Special Day,1.271829,8/5/2017,fa,150000,90,0.0,0,0.9765,-1.11199
317,317,719968,False,"[18, 53, 27]",5956,Joshua,5.950877,1/21/2007,en,0,105,5.8,82,-0.18734,-1.7429400000000002
318,318,3533227,False,"[9648, 18, 80, 53, 27]",10185,The Midnight Meat Train,7.125517,8/7/2008,en,15000000,98,6.0,315,0.033130769,-2.15615
319,319,22944502,False,"[28, 80]",9923,Domino,6.119905,9/22/2005,en,50000000,127,6.0,482,-0.134023529,-1.6162100000000001
320,320,57252,False,"[80, 18, 53]",118991,Keys to Tulsa,1.567632,4/11/1997,en,0,113,4.9,5,0.220425,-4.932519999999999
321,321,3206713,False,"[18, 28, 53, 80, 9648]",103299,Traces of Red,2.168115,11/13/1992,en,0,105,7.3,4,0.0,-3.15916
322,322,25819961,False,"[37, 36, 10752]",10733,The Alamo,5.822449,4/7/2004,en,145000000,137,5.8,112,0.0,-0.18899999999999997
323,323,18633656,False,"[35, 16, 12]",355547,The Star,132.840168,11/15/2017,en,18000000,86,4.6,49,-0.49255,-1.40804
324,324,1001437,False,"[18, 10749]",47889,Ruby in Paradise,2.001286,10/8/1993,en,800000,114,5.6,10,0.555957143,2.33357
325,325,402805,False,"[35, 10749]",113178,A Wake in Providence,1.016695,1/1/1999,en,0,94,0.0,0,-0.49325,-1.7435
326,326,65884703,False,"[28, 80, 18, 53]",111,Scarface,11.748176,12/8/1983,en,25000000,170,8.0,3236,0.328969231,1.62032
327,327,27100027,False,"[18, 16, 10751, 35, 14]",11497,All Dogs Go to Heaven,8.41491,11/17/1989,en,13800000,89,6.3,265,0.0,-0.049877099999999994
328,328,14000000,False,[27],16288,Creepshow 2,6.800814,5/1/1987,en,3500000,92,5.9,136,0.1084625,-2.27609
329,329,249348933,False,"[27, 9648]",565,The Ring,13.432326,10/18/2002,en,48000000,115,6.5,1879,-0.087,0.162894
330,330,22424195,False,"[80, 53, 27]",41374,The First Power,1.62348,4/6/1990,en,10000000,98,4.7,15,0.111714286,-0.8834069999999999
331,331,2074000,False,[99],73981,Ayurveda: Art of Being,1.423224,9/20/2001,en,300000,101,5.5,3,0.16315,-2.6642799999999998
332,332,10667893,False,"[28, 878]",10366,Universal Soldier: The Return,7.546384,8/5/1999,en,45000000,82,4.2,142,-0.117226087,-3.5933699999999997
333,333,26330482,False,"[80, 35]",2360,Saving Grace,6.396923,1/24/2000,en,10000000,93,6.4,127,0.107122222,-2.14161
334,334,62022014,False,"[28, 80, 27, 53]",326,Snakes on a Plane,9.241731,8/6/2006,en,33000000,105,5.1,541,-0.047765,-2.75773
335,335,13022756,False,"[35, 18, 10751]",24115,How to Eat Fried Worms,5.485458,1/1/2006,en,0,98,5.2,23,0.208073684,0.6332899999999999
336,336,18626419,False,"[18, 9648, 53]",9566,The Fan,7.148061,8/15/1996,en,55000000,116,5.7,221,0.2167125,-2.38727
337,337,131457682,False,"[12, 18, 36]",978,Seven Years in Tibet,8.814996,9/12/1997,en,70000000,136,7.0,701,-0.29645,-0.708742
338,338,7500000,False,"[28, 12, 18, 37]",15573,The Cowboys,4.365598,1/13/1972,en,6000000,131,7.0,60,0.0,0.113371
339,339,121214377,False,"[12, 28, 53, 878]",563,Starship Troopers,9.700677,11/6/1997,en,105000000,129,6.7,1662,0.0,-3.2728900000000003
340,340,832735,False,[99],25099,"Fast, Cheap & Out of Control",1.9177,10/3/1997,en,0,83,8.3,8,0.0,-1.4670299999999998
341,341,14202899,False,"[18, 10402]",1816,A Chorus Line,5.644194,12/10/1985,en,0,113,6.2,38,0.043995,-0.965043
342,342,14567,False,"[35, 27, 53, 9648]",139455,Silent Night,11.606735,11/30/2012,en,0,99,4.8,74,0.0,-1.11877
343,343,501533,False,"[18, 10749]",513,Fire,5.606651,9/6/1996,en,0,108,6.1,18,-0.24695,-0.5900569999999999
344,344,32788,False,[18],2324,Local Color,1.980025,9/19/2006,en,3250000,107,6.1,8,0.0,-1.3948399999999999
345,345,3250000,False,[878],830,Forbidden Planet,8.655882,3/15/1956,en,1900000,98,7.3,252,0.0,-0.922426
346,346,22168359,False,"[27, 53]",10160,A Nightmare on Elm Street 5: The Dream Child,12.528724,8/11/1989,en,8000000,89,5.4,278,0.059488235,-3.55913
347,347,171963386,False,"[35, 10749]",5966,Along Came Polly,8.018546,1/16/2004,en,42000000,90,5.8,854,-0.003588889,-2.2507200000000003
348,348,14793624,False,"[35, 10749]",15566,Surviving Christmas,9.118496,9/21/2004,en,45000000,91,5.3,122,0.063216667,0.527755
349,349,49620,False,"[35, 80, 53]",12241,Curdled,4.468011,9/6/1996,en,2300000,88,6.2,29,-0.2488,-3.8138900000000002
350,350,950000,False,[18],43896,The Informer,2.560872,5/9/1935,en,243000,91,6.6,25,-0.48035,-4.2266
351,351,12500000,False,"[18, 10752, 10749]",11706,War and Peace,4.583246,8/21/1956,en,6000000,208,6.8,51,0.2416,-0.7565029999999999
352,352,1100000,False,"[28, 18, 53]",106546,Moscow Heat,1.746078,11/24/2004,en,0,89,1.3,3,-0.18075,-1.92914
353,353,1081957,False,"[18, 10749]",44308,A Price Above Rubies,1.603836,3/26/1998,en,0,117,5.9,6,0.372025,-1.12921
354,354,196482882,False,"[35, 10749]",1824,50 First Dates,15.038775,2/13/2004,en,75000000,99,6.6,2321,0.0,-3.55944
355,355,79082515,False,"[35, 10751]",9714,Home Alone 3,15.04244,12/12/1997,en,32000000,102,5.1,706,-0.292286667,-2.78478
356,356,294456605,False,"[35, 10751, 14]",3050,Doctor Dolittle,9.71024,6/22/1998,en,71000000,85,5.3,791,-0.063830769,-3.5354900000000002
357,357,23006849,False,"[14, 10749, 10751, 35]",14191,Aquamarine,6.670269,3/3/2006,en,12000000,104,5.8,402,-0.3468,-1.2215799999999999
358,358,21011500,False,"[35, 10751]",46094,The Air Up There,4.256843,1/7/1994,en,17080000,107,5.0,43,0.0,-9.66906
359,359,8890685,False,"[28, 14]",15895,Deathstalker,3.364119,9/2/1983,en,0,80,4.2,26,-0.162041667,-2.206
360,360,163712074,False,"[878, 28, 12]",1724,The Incredible Hulk,21.354119,6/12/2008,en,150000000,114,6.1,3339,-0.140166667,-1.0120799999999999
361,361,32482682,False,"[18, 10749]",1713,Jungle Fever,5.933296,6/7/1991,en,14000000,132,6.0,76,0.169483333,-1.81162
362,362,356830601,False,"[28, 10749, 10752]",744,Top Gun,11.389584,5/16/1986,en,15000000,110,6.7,1866,0.9901,0.0816255
363,363,855810,False,"[18, 28]",89139,Angel Town,1.837577,2/23/1990,en,855,102,6.3,7,0.157166667,-3.2779599999999998
364,364,2411145,False,[18],46460,Wanda Nevada,2.464653,6/1/1979,en,0,107,6.5,9,0.0,-0.773957
365,365,299171,False,"[18, 35]",120694,Festival in Cannes,1.063571,11/3/2001,en,0,100,0.0,0,-0.37258,-3.15219
366,366,50282766,False,"[80, 53, 18]",241,Natural Born Killers,10.145916,8/25/1994,en,34000000,119,6.9,997,0.2226,-1.7861900000000002
367,367,16153593,False,"[18, 10749]",41823,Mo' Better Blues,5.428384,8/3/1990,en,10000000,129,6.2,55,0.0,-0.321811
368,368,34327391,False,"[28, 35, 10402, 10751, 12]",10874,Muppet Treasure Island,6.441009,2/16/1996,en,0,100,6.5,96,0.0,-0.666205
369,369,9247881,False,[35],37536,Ringmaster,1.669077,11/25/1998,en,3500000,90,3.8,13,0.29627,0.559459
370,370,17286299,False,"[35, 10749, 18]",13092,How to Lose Friends & Alienate People,8.600031,10/2/2008,en,27000000,110,6.2,263,0.24325,-0.335912
371,371,25000,False,"[14, 28, 35, 878, 10749]",31281,Ghosts Can't Do It,2.313746,1/1/1989,en,0,90,2.8,4,0.0,-1.7400099999999998
372,372,11000863,False,[35],53287,The Super,3.323236,10/4/1991,en,22000000,84,5.6,24,0.307466667,-4.32934
373,373,345141403,False,"[10751, 35, 14]",8871,How the Grinch Stole Christmas,32.476568,11/17/2000,en,123000000,104,6.2,1629,-0.004233333,-0.594774
374,374,367638,False,[18],10190,Towelhead,4.406225,9/12/2008,en,0,111,6.5,47,-0.4743,-0.899012
375,375,2000000,False,"[28, 80, 18]",28110,Dillinger,4.075799,7/20/1973,en,1000000,107,6.7,25,0.32528,-0.888867
376,376,16838910,False,"[53, 80, 10749]",9280,Femme Fatale,7.67257,11/6/2002,en,35000000,114,6.2,146,0.0,-1.85076
377,377,85300000,False,"[28, 35]",10890,Stripes,8.57668,6/25/1981,en,10000000,106,6.5,262,0.537166667,-1.35355
378,378,15379253,False,"[14, 35, 878, 10749]",2612,Mr. Destiny,5.123685,10/12/1990,en,20000000,110,6.1,61,-0.6166,-3.5215
379,379,6147,False,"[37, 53]",158916,Sweetwater,6.978516,1/24/2013,en,7000000,95,6.0,72,0.0,-3.56362
380,380,157387195,False,"[28, 53, 18]",8963,Crimson Tide,7.930306,5/12/1995,en,53000000,116,7.0,537,0.039711111,-2.22384
381,381,33395426,False,"[27, 18, 9648]",805,Rosemary's Baby,8.004037,6/12/1968,en,3200000,136,7.6,972,0.0,-1.04711
382,382,598645,False,"[35, 10749]",12779,Swept Away,4.604639,10/11/2002,en,10000000,89,4.8,60,-0.133171429,-2.56763
383,383,22611954,False,"[28, 12, 35, 53]",10723,Bulletproof,8.615565,9/6/1996,en,25000000,84,5.4,169,0.1529375,-1.7624799999999998
384,384,2387928,False,"[10749, 53]",39479,Love Crimes,1.795327,1/24/1992,en,0,90,4.5,5,-0.479,-0.704264
385,385,18195610,False,"[28, 80, 18]",9989,Antitrust,5.567705,1/12/2001,en,30000000,108,5.9,165,0.012145455,-3.46317
386,386,12368234,False,"[35, 80]",1594,A Shot in the Dark,8.80135,6/23/1964,en,0,102,7.3,124,0.0,-0.110247
387,387,186053725,False,"[16, 10751, 12, 878]",10865,Atlantis: The Lost Empire,11.233462,6/2/2001,en,120000000,95,6.7,1359,0.301096,1.26251
388,388,33000337,False,"[53, 27]",10577,Dracula 2000,6.463848,12/22/2000,en,28000000,99,4.7,162,-0.133942857,-2.66337
389,389,34942188,False,[35],57431,The Sitter,11.951697,12/9/2011,en,25000000,81,5.4,338,0.152466667,-2.0204299999999997
390,390,407778013,False,"[14, 53, 28, 12, 27]",282035,The Mummy,18.212849,6/6/2017,en,125000000,110,5.4,2491,0.0,-10.9824
391,391,3646994,False,"[18, 9648, 53]",35080,The Cat's Meow,2.969486,8/3/2001,en,7000000,114,6.0,33,-0.1779,-1.4659
392,392,34266564,False,"[53, 18, 80]",1359,American Psycho,10.81995,4/13/2000,en,7000000,102,7.3,2327,0.0,-1.40311
393,393,473993,False,[18],14634,The Stone Angel,1.886777,9/12/2007,en,0,116,5.6,8,0.49146,1.7279900000000001
394,394,245000,False,"[35, 18, 14, 10749]",46336,Four Eyed Monsters,1.567206,1/21/2005,en,250000,71,6.0,10,0.228725,-1.22099
395,395,58785180,False,"[35, 18, 10749]",38357,Morning Glory,9.199898,1/12/2010,en,40000000,102,6.2,446,0.0,-0.492195
396,396,109000000,False,[99],10946,Earth,5.667415,4/22/2007,en,15000000,90,7.5,144,0.111185714,-1.00329
397,397,85632458,False,"[28, 18, 10752]",9567,Tears of the Sun,8.894618,3/7/2003,en,70000000,121,6.5,619,-0.081175,-1.4593200000000002
398,398,30000000,False,"[10751, 35]",63459,Funky Monkey,1.789384,8/4/2004,en,0,94,4.3,6,0.0,-1.59552
399,399,22896728,False,"[28, 12, 35]",17108,Kung Fu Dunk,4.87721,2/7/2008,en,10000000,100,5.0,52,0.278685714,0.426088
400,400,29300000,False,"[28, 12, 80, 53]",9717,Shoot to Kill,5.111166,2/12/1988,en,0,109,6.8,48,0.0,-1.39459
401,401,121975011,False,"[12, 14, 10751]",10601,Peter Pan,11.959366,12/25/2003,en,100000000,113,6.9,729,0.0,-0.893243
402,402,1700000,False,"[18, 10749]",67307,The Big Town,1.775862,9/25/1987,en,0,109,5.9,9,-0.9121,-1.8031400000000002
